gm_number,weekday,date,tm,opp,w_l,runs_for,runs_against,inn,w_l_2,rank,games_back,win,loss,save,time,day_night,attendance,c_li,streak,orig_scheduled,home_away,extra_innings,games_back2,run_diff,team,double_header_gm,double_header,year
1,Monday,2010-04-05,SEA,OAK,W,5,3,,1-0,1,Tied,League,Ziegler,Aardsma,2:47,N,30686,1.17,+,,Away,0,0,2,SEA,NA,0,2010
2,Tuesday,2010-04-06,SEA,OAK,L-wo,1,2,10,1-1,2,0.5,Ramirez,Texeira,,2:47,N,10090,1.28,-,,Away,1,-0.5,-1,SEA,NA,0,2010
3,Wednesday,2010-04-07,SEA,OAK,L-wo,5,6,,1-2,3,1.0,Blevins,Lowe,,3:11,N,18194,1.22,--,,Away,0,-1,-1,SEA,NA,0,2010
4,Thursday,2010-04-08,SEA,OAK,L,2,6,,1-3,3,2.0,Anderson,Fister,,2:50,D,12464,1.2,---,,Away,0,-2,-4,SEA,NA,0,2010
5,Friday,2010-04-09,SEA,TEX,L,2,6,,1-4,3,3.0,Lewis,Vargas,,2:22,N,25271,1.12,----,,Away,0,-3,-4,SEA,NA,0,2010
6,Saturday,2010-04-10,SEA,TEX,W,4,3,,2-4,3,2.0,Lowe,Francisco,Aardsma,2:53,D,26861,1.1,+,,Away,0,-2,1,SEA,NA,0,2010
7,Sunday,2010-04-11,SEA,TEX,L,2,9,,2-5,3,3.0,Feldman,Snell,,3:03,D,26846,1.15,-,,Away,0,-3,-7,SEA,NA,0,2010
8,Monday,2010-04-12,SEA,OAK,L,0,4,,2-6,4,4.0,Duchscherer,Rowland-Smith,,2:20,D,45876,1.16,--,,Home,0,-4,-4,SEA,NA,0,2010
9,Tuesday,2010-04-13,SEA,OAK,W,3,0,,3-6,3,3.0,Fister,Ziegler,Aardsma,2:21,N,18043,1.1,+,,Home,0,-3,3,SEA,NA,0,2010
10,Wednesday,2010-04-14,SEA,OAK,W,4,2,,4-6,3,2.0,Vargas,Gaudin,Aardsma,2:45,N,15978,1.14,++,,Home,0,-2,2,SEA,NA,0,2010
11,Friday,2010-04-16,SEA,DET,W,11,3,,5-6,3,2.5,Hernandez,Bonderman,,2:57,N,39999,0.99,+++,,Home,0,-2.5,8,SEA,NA,0,2010
12,Saturday,2010-04-17,SEA,DET,W,4,2,,6-6,2,2.5,League,Verlander,Aardsma,2:35,N,31647,1.06,++++,,Home,0,-2.5,2,SEA,NA,0,2010
13,Sunday,2010-04-18,SEA,DET,L,2,4,,6-7,2,2.5,Scherzer,Snell,Valverde,3:01,D,30419,1.05,-,,Home,0,-2.5,-2,SEA,NA,0,2010
14,Monday,2010-04-19,SEA,BAL,W,8,2,,7-7,2,2.0,Fister,Bergesen,,2:24,N,14528,0.95,+,,Home,0,-2,6,SEA,NA,0,2010
15,Tuesday,2010-04-20,SEA,BAL,W,3,1,,8-7,2,1.0,Vargas,Hernandez,Aardsma,2:21,N,15931,1.02,++,,Home,0,-1,2,SEA,NA,0,2010
16,Wednesday,2010-04-21,SEA,BAL,W,4,1,,9-7,1,Tied,Hernandez,Millwood,,2:08,N,18401,1.07,+++,,Home,0,0,3,SEA,NA,0,2010
17,Friday,2010-04-23,SEA,CHW,L-wo,6,7,,9-8,2,1.5,Thornton,Lowe,,2:57,N,24653,1.09,-,,Away,0,-1.5,-1,SEA,NA,0,2010
18,Saturday,2010-04-24,SEA,CHW,L-wo,4,5,,9-9,2,1.5,Jenks,Aardsma,,2:34,D,25253,1.13,--,,Away,0,-1.5,-1,SEA,NA,0,2010
19,Sunday,2010-04-25,SEA,CHW,L,2,3,,9-10,3,2.5,Danks,League,Jenks,2:14,D,28274,1.05,---,,Away,0,-2.5,-1,SEA,NA,0,2010
20,Monday,2010-04-26,SEA,KCR,L,1,3,,9-11,3,3.0,Davies,Hernandez,Chen,2:46,N,11391,1.02,----,,Away,0,-3,-2,SEA,NA,0,2010
21,Tuesday,2010-04-27,SEA,KCR,W,3,2,,10-11,3,2.0,Kelley,Rupe,Aardsma,3:05,N,14969,0.97,+,,Away,0,-2,1,SEA,NA,0,2010
22,Wednesday,2010-04-28,SEA,KCR,W,6,5,,11-11,3,1.0,League,Thompson,Aardsma,2:46,D,13206,1.08,++,,Away,0,-1,1,SEA,NA,0,2010
23,Friday,2010-04-30,SEA,TEX,L,0,2,12,11-12,3,0.5,Francisco,League,Feliz,3:14,N,34055,1.24,-,,Home,1,-0.5,-2,SEA,NA,0,2010
24,Saturday,2010-05-01,SEA,TEX,L,3,6,,11-13,4,1.5,Harrison,Hernandez,Francisco,3:14,D,30225,1.24,--,,Home,0,-1.5,-3,SEA,NA,0,2010
25,Sunday,2010-05-02,SEA,TEX,L,1,3,11,11-14,4,2.0,Nippert,Lowe,Feliz,3:16,D,27185,1.21,---,,Home,1,-2,-2,SEA,NA,0,2010
26,Tuesday,2010-05-04,SEA,TBR,L,2,5,,11-15,3,2.5,Shields,Vargas,Soriano,2:52,N,15589,0.98,----,,Home,0,-2.5,-3,SEA,NA,0,2010
27,Wednesday,2010-05-05,SEA,TBR,L,3,8,,11-16,3,3.0,Garza,Lee,,2:51,N,14627,0.89,-----,,Home,0,-3,-5,SEA,NA,0,2010
28,Thursday,2010-05-06,SEA,TBR,L,0,8,,11-17,3,3.5,Niemann,Rowland-Smith,,2:47,N,17617,0.82,------,,Home,0,-3.5,-8,SEA,NA,0,2010
29,Friday,2010-05-07,SEA,LAA,L,0,8,,11-18,4,4.5,Weaver,Hernandez,,2:49,N,37602,0.83,-------,,Home,0,-4.5,-8,SEA,NA,0,2010
30,Saturday,2010-05-08,SEA,LAA,L,3,4,10,11-19,4,5.5,Rodney,Aardsma,Fuentes,3:28,N,30446,0.79,--------,,Home,1,-5.5,-1,SEA,NA,0,2010
31,Sunday,2010-05-09,SEA,LAA,W,8,1,,12-19,4,5.5,Vargas,Santana,,2:36,D,28668,0.75,+,,Home,0,-5.5,7,SEA,NA,0,2010
32,Tuesday,2010-05-11,SEA,BAL,W,5,1,,13-19,4,4.5,Lee,Hernandez,League,2:32,N,12614,0.63,++,,Away,0,-4.5,4,SEA,NA,0,2010
33,Wednesday,2010-05-12,SEA,BAL,L,2,5,,13-20,4,5.5,Bergesen,Rowland-Smith,Simon,2:48,N,11448,0.68,-,,Away,0,-5.5,-3,SEA,NA,0,2010
34,Thursday,2010-05-13,SEA,BAL,L,5,6,,13-21,4,6.5,Hendrickson,League,Simon,2:32,D,20938,0.65,--,,Away,0,-6.5,-1,SEA,NA,0,2010
35,Friday,2010-05-14,SEA,TBR,W,4,3,,14-21,4,5.5,Fister,Davis,Aardsma,2:59,N,27856,0.63,+,,Away,0,-5.5,1,SEA,NA,0,2010
36,Saturday,2010-05-15,SEA,TBR,L-wo,2,3,,14-22,4,5.5,Soriano,Colome,,2:39,D,23627,0.73,-,,Away,0,-5.5,-1,SEA,NA,0,2010
37,Sunday,2010-05-16,SEA,TBR,L,1,2,,14-23,4,5.5,Wheeler,Lee,Soriano,2:40,D,23005,0.68,--,,Away,0,-5.5,-1,SEA,NA,0,2010
38,Monday,2010-05-17,SEA,OAK,L,4,8,,14-24,4,6.5,Gonzalez,Rowland-Smith,,2:22,N,10051,0.78,---,,Away,0,-6.5,-4,SEA,NA,0,2010
39,Tuesday,2010-05-18,SEA,OAK,L-wo,5,6,10,14-25,4,7.5,Breslow,League,,3:38,N,10512,0.67,----,,Away,1,-7.5,-1,SEA,NA,0,2010
40,Wednesday,2010-05-19,SEA,TOR,L,2,3,,14-26,4,8.5,Cecil,Fister,Gregg,2:36,N,19208,0.43,-----,,Home,0,-8.5,-1,SEA,NA,0,2010
41,Thursday,2010-05-20,SEA,TOR,W-wo,4,3,,15-26,4,8.5,Kelley,Gregg,,2:35,D,20452,0.4,+,,Home,0,-8.5,1,SEA,NA,0,2010
42,Friday,2010-05-21,SEA,SDP,W,15,8,,16-26,4,8.5,Lee,LeBlanc,,3:13,N,24139,0.43,++,,Home,0,-8.5,7,SEA,NA,0,2010
43,Saturday,2010-05-22,SEA,SDP,L,1,2,,16-27,4,8.5,Richard,Snell,Bell,2:29,N,28670,0.44,-,,Home,0,-8.5,-1,SEA,NA,0,2010
44,Sunday,2010-05-23,SEA,SDP,L,1,8,,16-28,4,8.5,Latos,Hernandez,,2:49,D,33315,0.44,--,,Home,0,-8.5,-7,SEA,NA,0,2010
45,Tuesday,2010-05-25,SEA,DET,W,5,3,,17-28,4,8.5,Kelley,Verlander,Aardsma,2:17,N,20920,0.4,+,,Home,0,-8.5,2,SEA,NA,0,2010
46,Wednesday,2010-05-26,SEA,DET,W,5,4,,18-28,4,7.5,League,Perry,Aardsma,2:45,D,22422,0.4,++,,Home,0,-7.5,1,SEA,NA,0,2010
47,Friday,2010-05-28,SEA,LAA,W,8,3,,19-28,4,6.5,Lee,Kazmir,,2:33,N,41770,0.54,+++,,Away,0,-6.5,5,SEA,NA,0,2010
48,Saturday,2010-05-29,SEA,LAA,L-wo,1,5,10,19-29,4,7.0,Fuentes,League,,2:55,D,39382,0.61,-,,Away,1,-7,-4,SEA,NA,0,2010
49,Sunday,2010-05-30,SEA,LAA,L-wo,7,9,,19-30,4,7.0,Rodney,Aardsma,,3:38,D,40017,0.54,--,,Away,0,-7,-2,SEA,NA,0,2010
50,Monday,2010-05-31,SEA,MIN,L,4,5,,19-31,4,8.0,Liriano,Fister,Rauch,2:22,N,19795,0.44,---,,Home,0,-8,-1,SEA,NA,0,2010
51,Tuesday,2010-06-01,SEA,MIN,W,7,1,,20-31,4,7.0,Vargas,Blackburn,,2:45,N,18740,0.33,+,,Home,0,-7,6,SEA,NA,0,2010
52,Wednesday,2010-06-02,SEA,MIN,W-wo,2,1,10,21-31,4,7.0,League,Guerrier,,2:47,N,20414,0.39,++,,Home,1,-7,1,SEA,NA,0,2010
53,Thursday,2010-06-03,SEA,MIN,W,4,1,,22-31,4,6.0,Hernandez,Pavano,Aardsma,2:21,N,21291,0.4,+++,,Home,0,-6,3,SEA,NA,0,2010
54,Friday,2010-06-04,SEA,LAA,L,1,7,,22-32,4,7.0,Saunders,Snell,,2:45,N,29230,0.54,-,,Home,0,-7,-6,SEA,NA,0,2010
55,Saturday,2010-06-05,SEA,LAA,L,2,11,,22-33,4,8.0,Santana,Olson,,3:15,D,31548,0.46,--,,Home,0,-8,-9,SEA,NA,0,2010
56,Sunday,2010-06-06,SEA,LAA,L,4,9,,22-34,4,8.0,Pineiro,Kelley,,3:25,D,33076,0.41,---,,Home,0,-8,-5,SEA,NA,0,2010
57,Monday,2010-06-07,SEA,TEX,W,4,2,,23-34,4,7.5,Lee,Feldman,,2:40,N,20152,0.32,+,,Away,0,-7.5,2,SEA,NA,0,2010
58,Tuesday,2010-06-08,SEA,TEX,L,1,7,,23-35,4,8.0,Lewis,Hernandez,,2:40,N,18774,0.39,-,,Away,0,-8,-6,SEA,NA,0,2010
59,Wednesday,2010-06-09,SEA,TEX,L,2,12,,23-36,4,9.0,Wilson,Snell,,2:50,N,26432,0.34,--,,Away,0,-9,-10,SEA,NA,0,2010
60,Thursday,2010-06-10,SEA,TEX,L,3,12,,23-37,4,10.0,Hunter,Rowland-Smith,,2:29,N,19674,0.27,---,,Away,0,-10,-9,SEA,NA,0,2010
61,Friday,2010-06-11,SEA,SDP,L-wo,3,4,,23-38,4,10.0,Thatcher,Aardsma,,2:52,N,20049,0.15,----,,Away,0,-10,-1,SEA,NA,0,2010
62,Saturday,2010-06-12,SEA,SDP,L,1,7,,23-39,4,11.0,LeBlanc,Lee,,2:30,N,30019,0.17,-----,,Away,0,-11,-6,SEA,NA,0,2010
63,Sunday,2010-06-13,SEA,SDP,W,4,2,,24-39,4,11.0,Hernandez,Gregerson,Aardsma,2:31,D,23429,0.11,+,,Away,0,-11,2,SEA,NA,0,2010
64,Monday,2010-06-14,SEA,STL,L,3,9,,24-40,4,11.5,Wainwright,French,,2:42,N,36113,0.13,-,,Away,0,-11.5,-6,SEA,NA,0,2010
65,Tuesday,2010-06-15,SEA,STL,L,2,4,,24-41,4,12.5,Hawksworth,Rowland-Smith,Franklin,2:47,N,40269,0.11,--,,Away,0,-12.5,-2,SEA,NA,0,2010
66,Wednesday,2010-06-16,SEA,STL,W,2,1,,25-41,4,12.5,Vargas,Garcia,Aardsma,2:47,N,40020,0.08,+,,Away,0,-12.5,1,SEA,NA,0,2010
67,Friday,2010-06-18,SEA,CIN,W,1,0,,26-41,4,13.0,Lee,Cueto,,2:16,N,43362,0.1,++,,Home,0,-13,1,SEA,NA,0,2010
68,Saturday,2010-06-19,SEA,CIN,W,5,1,,27-41,4,13.0,Hernandez,LeCure,,2:20,N,26468,0.09,+++,,Home,0,-13,4,SEA,NA,0,2010
69,Sunday,2010-06-20,SEA,CIN,W,1,0,,28-41,4,13.0,Rowland-Smith,Harang,Aardsma,2:36,D,32712,0.08,++++,,Home,0,-13,1,SEA,NA,0,2010
70,Tuesday,2010-06-22,SEA,CHC,W,2,0,,29-41,4,13.0,Vargas,Dempster,Aardsma,2:13,N,27975,0.09,+++++,,Home,0,-13,2,SEA,NA,0,2010
71,Wednesday,2010-06-23,SEA,CHC,W,8,1,,30-41,4,13.0,Lee,Wells,,2:28,N,31394,0.12,++++++,,Home,0,-13,7,SEA,NA,0,2010
72,Thursday,2010-06-24,SEA,CHC,L,2,3,13,30-42,4,14.0,Grabow,Olson,Gorzelanny,4:02,D,41329,0.12,-,,Home,1,-14,-1,SEA,NA,0,2010
73,Friday,2010-06-25,SEA,MIL,L,3,8,,30-43,4,14.0,Bush,Rowland-Smith,,2:53,N,30087,0.09,--,,Away,0,-14,-5,SEA,NA,0,2010
74,Saturday,2010-06-26,SEA,MIL,W,5,4,,31-43,4,14.0,Sweeney,Wolf,League,2:55,D,41655,0.1,+,,Away,0,-14,1,SEA,NA,0,2010
75,Sunday,2010-06-27,SEA,MIL,L,0,3,,31-44,4,15.0,Narveson,Vargas,Axford,2:30,D,41995,0.09,-,,Away,0,-15,-3,SEA,NA,0,2010
76,Tuesday,2010-06-29,SEA,NYY,W,7,4,,32-44,4,14.0,Lee,Hughes,,2:30,N,45780,0.07,+,,Away,0,-14,3,SEA,NA,0,2010
77,Wednesday,2010-06-30,SEA,NYY,W,7,0,,33-44,4,14.0,Hernandez,Vazquez,,2:46,N,46309,0.08,++,,Away,0,-14,7,SEA,NA,0,2010
78,Thursday,2010-07-01,SEA,NYY,L,2,4,,33-45,4,14.0,Sabathia,Aardsma,Rivera,2:33,D,45591,0.13,-,,Away,0,-14,-2,SEA,NA,0,2010
79,Friday,2010-07-02,SEA,DET,L,1,7,,33-46,4,14.0,Scherzer,Fister,,2:32,N,32512,0.09,--,,Away,0,-14,-6,SEA,NA,0,2010
80,Saturday,2010-07-03,SEA,DET,L,1,6,,33-47,4,15.0,Verlander,Vargas,,2:41,N,32430,0.07,---,,Away,0,-15,-5,SEA,NA,0,2010
81,Sunday,2010-07-04,SEA,DET,W,8,1,,34-47,4,14.0,Lee,Bonderman,,2:49,D,24899,0.07,+,,Away,0,-14,7,SEA,NA,0,2010
82,Monday,2010-07-05,SEA,KCR,L,4,6,10,34-48,4,14.0,Farnsworth,Cordero,Soria,3:23,N,22617,0.07,-,,Home,1,-14,-2,SEA,NA,0,2010
83,Tuesday,2010-07-06,SEA,KCR,L,2,3,,34-49,4,15.0,Greinke,Rowland-Smith,Soria,2:29,N,17555,0.06,--,,Home,0,-15,-1,SEA,NA,0,2010
84,Wednesday,2010-07-07,SEA,KCR,L,3,7,,34-50,4,16.0,Marte,League,Soria,2:55,N,16954,0.04,---,,Home,0,-16,-4,SEA,NA,0,2010
85,Thursday,2010-07-08,SEA,NYY,L,1,3,,34-51,4,16.0,Pettitte,Aardsma,Rivera,2:48,N,37432,0.05,----,,Home,0,-16,-2,SEA,NA,0,2010
86,Friday,2010-07-09,SEA,NYY,L,1,6,,34-52,4,16.0,Hughes,Pauley,,2:55,N,39645,0.03,-----,,Home,0,-16,-5,SEA,NA,0,2010
87,Saturday,2010-07-10,SEA,NYY,W,4,1,,35-52,4,15.0,Hernandez,Chamberlain,,2:45,N,42558,0.02,+,,Home,0,-15,3,SEA,NA,0,2010
88,Sunday,2010-07-11,SEA,NYY,L,2,8,,35-53,4,15.0,Sabathia,Rowland-Smith,,2:38,D,42069,0.03,-,,Home,0,-15,-6,SEA,NA,0,2010
89,Thursday,2010-07-15,SEA,LAA,L,3,8,,35-54,4,16.0,Pineiro,Fister,,2:42,N,41959,0.05,--,,Away,0,-16,-5,SEA,NA,0,2010
90,Friday,2010-07-16,SEA,LAA,L,2,3,,35-55,4,17.0,Weaver,Hernandez,Fuentes,2:22,N,41449,0.03,---,,Away,0,-17,-1,SEA,NA,0,2010
91,Saturday,2010-07-17,SEA,LAA,L,6,7,,35-56,4,17.0,Jepsen,Sweeney,Fuentes,2:36,N,42977,0.01,----,,Away,0,-17,-1,SEA,NA,0,2010
92,Sunday,2010-07-18,SEA,LAA,W,2,1,10,36-56,4,17.0,League,Jepsen,Aardsma,2:59,D,38883,0,+,,Away,1,-17,1,SEA,NA,0,2010
93,Monday,2010-07-19,SEA,CHW,L,1,6,,36-57,4,18.0,Hudson,Pauley,,2:45,N,21749,0.01,-,,Home,0,-18,-5,SEA,NA,0,2010
94,Tuesday,2010-07-20,SEA,CHW,L,0,4,,36-58,4,19.0,Danks,Fister,,2:11,N,21366,0.01,--,,Home,0,-19,-4,SEA,NA,0,2010
95,Wednesday,2010-07-21,SEA,CHW,W-wo,2,1,11,37-58,4,18.0,League,Jenks,,2:49,N,21529,0,+,,Home,1,-18,1,SEA,NA,0,2010
96,Thursday,2010-07-22,SEA,BOS,L,6,8,13,37-59,4,19.0,Okajima,Olson,Ramirez,3:57,N,28074,0,-,,Home,1,-19,-2,SEA,NA,0,2010
97,Friday,2010-07-23,SEA,BOS,L,1,2,,37-60,4,20.0,Atchison,Vargas,Papelbon,2:37,N,34932,0,--,,Home,0,-20,-1,SEA,NA,0,2010
98,Saturday,2010-07-24,SEA,BOS,W,5,1,,38-60,4,19.0,Seddon,Lester,Olson,2:35,N,43694,0,+,,Home,0,-19,4,SEA,NA,0,2010
99,Sunday,2010-07-25,SEA,BOS,W,4,2,,39-60,4,19.0,League,Okajima,Aardsma,3:01,D,40001,0.01,++,,Home,0,-19,2,SEA,NA,0,2010
100,Monday,2010-07-26,SEA,CHW,L,1,6,,39-61,4,19.5,Danks,Hernandez,,2:24,N,38815,0,-,,Away,0,-19.5,-5,SEA,NA,0,2010
101,Tuesday,2010-07-27,SEA,CHW,L,0,11,,39-62,4,20.5,Floyd,Rowland-Smith,,2:04,N,26080,0,--,,Away,0,-20.5,-11,SEA,NA,0,2010
102,Wednesday,2010-07-28,SEA,CHW,L,5,6,,39-63,4,20.5,Thornton,Wright,Jenks,2:57,N,25126,0,---,,Away,0,-20.5,-1,SEA,NA,0,2010
103,Thursday,2010-07-29,SEA,CHW,L,5,9,,39-64,4,21.5,Garcia,Pauley,,2:43,N,28483,0,----,,Away,0,-21.5,-4,SEA,NA,0,2010
104,Friday,2010-07-30,SEA,MIN,L,3,5,,39-65,4,21.5,Baker,Fister,Capps,2:58,N,40596,0,-----,,Away,0,-21.5,-2,SEA,NA,0,2010
105,Saturday,2010-07-31,SEA,MIN,L,0,4,,39-66,4,22.5,Slowey,Hernandez,,2:07,N,40799,0,------,,Away,0,-22.5,-4,SEA,NA,0,2010
106,Sunday,2010-08-01,SEA,MIN,L,0,4,,39-67,4,22.5,Liriano,French,,2:14,D,40374,0,-------,,Away,0,-22.5,-4,SEA,NA,0,2010
107,Tuesday,2010-08-03,SEA,TEX,W,3,2,,40-67,4,21.5,Vargas,Lewis,Aardsma,2:33,N,23466,0,+,,Home,0,-21.5,1,SEA,NA,0,2010
108,Wednesday,2010-08-04,SEA,TEX,L,6,11,,40-68,4,22.5,Feldman,Fister,,3:19,N,20174,0,-,,Home,0,-22.5,-5,SEA,NA,0,2010
109,Thursday,2010-08-05,SEA,TEX,L,0,6,,40-69,4,23.5,Hunter,Hernandez,,3:04,N,22624,0,--,,Home,0,-23.5,-6,SEA,NA,0,2010
110,Friday,2010-08-06,SEA,KCR,W,7,1,,41-69,4,23.5,French,Greinke,,2:19,N,20411,0,+,,Home,0,-23.5,6,SEA,NA,0,2010
111,Saturday,2010-08-07,SEA,KCR,L,1,2,,41-70,4,23.5,Chen,Pauley,Soria,2:35,N,24520,0,-,,Home,0,-23.5,-1,SEA,NA,0,2010
112,Sunday,2010-08-08,SEA,KCR,W,3,2,,42-70,4,22.5,Vargas,Davies,Aardsma,2:31,D,24078,0,+,,Home,0,-22.5,1,SEA,NA,0,2010
113,Monday,2010-08-09,SEA,OAK,W,3,1,,43-70,4,22.0,Fister,Mazzaro,Aardsma,2:16,N,19943,0,++,,Home,0,-22,2,SEA,NA,0,2010
114,Tuesday,2010-08-10,SEA,OAK,W,2,0,,44-70,4,22.0,Hernandez,Anderson,Aardsma,2:21,N,21377,0,+++,,Home,0,-22,2,SEA,NA,0,2010
115,Wednesday,2010-08-11,SEA,OAK,L,1,5,,44-71,4,22.0,Braden,French,,2:17,D,31560,0,-,,Home,0,-22,-4,SEA,NA,0,2010
116,Friday,2010-08-13,SEA,CLE,W,3,2,,45-71,4,22.0,Pauley,Hernandez,Aardsma,2:31,N,26424,0,+,,Away,0,-22,1,SEA,NA,0,2010
117,Saturday,2010-08-14,SEA,CLE,W,9,3,,46-71,4,21.0,Vargas,Talbot,,2:48,N,25980,0,++,,Away,0,-21,6,SEA,NA,0,2010
118,Sunday,2010-08-15,SEA,CLE,L,1,9,,46-72,4,22.0,Sipp,Hernandez,,2:48,D,14888,0,-,,Away,0,-22,-8,SEA,NA,0,2010
119,Monday,2010-08-16,SEA,BAL,L-wo,4,5,11,46-73,4,22.0,Albers,White,,3:47,N,12375,0,--,,Away,1,-22,-1,SEA,NA,0,2010
120,Tuesday,2010-08-17,SEA,BAL,W,4,0,,47-73,4,21.0,French,Millwood,League,2:41,N,14739,0,+,,Away,0,-21,4,SEA,NA,0,2010
121,Wednesday,2010-08-18,SEA,BAL,W,6,5,,48-73,4,20.0,Pauley,Guthrie,Aardsma,2:41,N,11213,0,++,,Away,0,-20,1,SEA,NA,0,2010
122,Friday,2010-08-20,SEA,NYY,W,6,0,,49-73,4,19.5,Hernandez,Burnett,,2:42,N,46493,0,+++,,Away,0,-19.5,6,SEA,NA,0,2010
123,Saturday,2010-08-21,SEA,NYY,L,5,9,,49-74,4,19.5,Logan,Vargas,Rivera,2:54,D,48158,0,-,,Away,0,-19.5,-4,SEA,NA,0,2010
124,Sunday,2010-08-22,SEA,NYY,L,0,10,,49-75,4,20.5,Sabathia,French,,2:41,D,46778,0,--,,Away,0,-20.5,-10,SEA,NA,0,2010
125,Monday,2010-08-23,SEA,BOS,L,3,6,,49-76,4,21.5,Lackey,Fister,Papelbon,2:21,N,37133,0,---,,Away,0,-21.5,-3,SEA,NA,0,2010
126,Wednesday,2010-08-25,SEA,BOS,L,3,5,,49-77,4,22.5,Beckett,Pauley,Papelbon,2:44,D,37183,0,----,2010-08-24 (Rain),Away,0,-22.5,-2,SEA,1,1,2010
127,Wednesday,2010-08-25,SEA,BOS,W,4,2,,50-77,4,22.5,Hernandez,Wakefield,League,2:41,N,37451,0,+,,Away,0,-22.5,2,SEA,2,1,2010
128,Friday,2010-08-27,SEA,MIN,L,3,6,,50-78,4,23.0,Baker,Vargas,,2:56,N,37798,0,-,,Home,0,-23,-3,SEA,NA,0,2010
129,Saturday,2010-08-28,SEA,MIN,L,0,1,,50-79,4,23.0,Blackburn,Fister,Fuentes,2:13,D,29892,0,--,,Home,0,-23,-1,SEA,NA,0,2010
130,Sunday,2010-08-29,SEA,MIN,W,2,1,,51-79,4,22.0,French,Pavano,Aardsma,2:06,D,28923,0,+,,Home,0,-22,1,SEA,NA,0,2010
131,Monday,2010-08-30,SEA,LAA,L,3,5,,51-80,4,23.0,Santana,Pauley,Rodney,2:46,N,20545,0,-,,Home,0,-23,-2,SEA,NA,0,2010
132,Tuesday,2010-08-31,SEA,LAA,W,3,1,,52-80,4,22.0,League,Jepsen,Aardsma,2:34,N,18737,0,+,,Home,0,-22,2,SEA,NA,0,2010
133,Wednesday,2010-09-01,SEA,LAA,L,2,4,,52-81,4,23.0,Bell,Vargas,Rodney,2:39,N,17515,0,-,,Home,0,-23,-2,SEA,NA,0,2010
134,Thursday,2010-09-02,SEA,CLE,L,3,6,,52-82,4,23.5,Tomlin,Fister,Perez,2:37,N,17269,0,--,,Home,0,-23.5,-3,SEA,NA,0,2010
135,Friday,2010-09-03,SEA,CLE,W,1,0,,53-82,4,22.5,French,Hernandez,Aardsma,2:09,N,17271,0,+,,Home,0,-22.5,1,SEA,NA,0,2010
136,Saturday,2010-09-04,SEA,CLE,L,2,4,,53-83,4,22.5,Talbot,Pauley,Perez,2:38,N,25108,0,-,,Home,0,-22.5,-2,SEA,NA,0,2010
137,Sunday,2010-09-05,SEA,CLE,W,3,0,,54-83,4,21.5,Hernandez,Gomez,Aardsma,2:26,D,22621,0,+,,Home,0,-21.5,3,SEA,NA,0,2010
138,Monday,2010-09-06,SEA,OAK,L,2,6,,54-84,4,21.5,Anderson,Vargas,,2:19,D,11581,0,-,,Away,0,-21.5,-4,SEA,NA,0,2010
139,Tuesday,2010-09-07,SEA,OAK,W,7,5,,55-84,4,20.5,Fister,Braden,Aardsma,3:00,N,10067,0,+,,Away,0,-20.5,2,SEA,NA,0,2010
140,Wednesday,2010-09-08,SEA,OAK,L,3,4,,55-85,4,21.5,Gonzalez,French,Bailey,2:23,N,15180,0,-,,Away,0,-21.5,-1,SEA,NA,0,2010
141,Friday,2010-09-10,SEA,LAA,L-wo,3,4,14,55-86,4,23.0,Thompson,Sweeney,,3:55,N,42203,0,--,,Away,1,-23,-1,SEA,NA,0,2010
142,Saturday,2010-09-11,SEA,LAA,L,4,7,,55-87,4,24.0,Santana,Hernandez,Rodney,2:44,N,39123,0,---,,Away,0,-24,-3,SEA,NA,0,2010
143,Sunday,2010-09-12,SEA,LAA,L,0,3,,55-88,4,25.0,Haren,Vargas,Rodney,2:27,D,42357,0,----,,Away,0,-25,-3,SEA,NA,0,2010
144,Monday,2010-09-13,SEA,BOS,L,1,5,,55-89,4,25.5,Lester,Fister,,2:23,N,19063,0,-----,,Home,0,-25.5,-4,SEA,NA,0,2010
145,Tuesday,2010-09-14,SEA,BOS,L,6,9,,55-90,4,26.5,Hill,League,,3:18,N,18381,0,------,,Home,0,-26.5,-3,SEA,NA,0,2010
146,Wednesday,2010-09-15,SEA,BOS,L,1,5,,55-91,4,27.5,Buchholz,Pauley,,2:45,D,21936,0,-------,,Home,0,-27.5,-4,SEA,NA,0,2010
147,Friday,2010-09-17,SEA,TEX,W,2,1,,56-91,4,26.5,Hernandez,Wilson,Aardsma,2:20,N,19302,0,+,,Home,0,-26.5,1,SEA,NA,0,2010
148,Saturday,2010-09-18,SEA,TEX,L,1,6,,56-92,4,27.5,Lee,Vargas,,2:20,N,20843,0,-,,Home,0,-27.5,-5,SEA,NA,0,2010
149,Sunday,2010-09-19,SEA,TEX,W,2,1,,57-92,4,26.5,Fister,Hunter,Aardsma,2:37,D,20764,0,+,,Home,0,-26.5,1,SEA,NA,0,2010
150,Tuesday,2010-09-21,SEA,TOR,L,3,5,,57-93,4,26.0,Rzepczynski,French,Gregg,2:12,N,12158,0,-,,Away,0,-26,-2,SEA,NA,0,2010
151,Wednesday,2010-09-22,SEA,TOR,W,6,3,,58-93,4,26.0,Pauley,Drabek,,2:33,N,12302,0,+,,Away,0,-26,3,SEA,NA,0,2010
152,Thursday,2010-09-23,SEA,TOR,L,0,1,,58-94,4,26.0,Hill,Hernandez,Gregg,2:21,D,12590,0,-,,Away,0,-26,-1,SEA,NA,0,2010
