gm_number,weekday,date,tm,opp,w_l,runs_for,runs_against,inn,w_l_2,rank,games_back,win,loss,save,time,day_night,attendance,c_li,streak,orig_scheduled,home_away,extra_innings,games_back2,run_diff,team,double_header_gm,double_header,year
58,Monday,2013-06-03,SEA,CHW,W,4,2,,25-33,3,11.0,Saunders,Danks,Wilhelmsen,2:32,N,13498,0.32,+,,Home,0,-11,2,SEA,NA,0,2013
59,Tuesday,2013-06-04,SEA,CHW,W,7,4,,26-33,3,10.0,Hernandez,Peavy,Wilhelmsen,2:57,N,16314,0.36,++,,Home,0,-10,3,SEA,NA,0,2013
60,Wednesday,2013-06-05,SEA,CHW,L,5,7,16,26-34,3,11.0,Reed,Noesi,,5:42,D,20152,0.38,-,,Home,1,-11,-2,SEA,NA,0,2013
61,Thursday,2013-06-06,SEA,NYY,L,1,6,,26-35,4,11.0,Hughes,Harang,,2:54,N,18779,0.37,--,,Home,0,-11,-5,SEA,NA,0,2013
62,Friday,2013-06-07,SEA,NYY,W,4,1,,27-35,3,10.5,Bonderman,Kuroda,Wilhelmsen,3:06,N,26251,0.29,+,,Home,0,-10.5,3,SEA,NA,0,2013
63,Saturday,2013-06-08,SEA,NYY,L,1,3,,27-36,4,10.5,Pettitte,Saunders,Rivera,2:47,D,38169,0.31,-,,Home,0,-10.5,-2,SEA,NA,0,2013
64,Sunday,2013-06-09,SEA,NYY,L,1,2,,27-37,4,11.0,Robertson,Medina,Rivera,3:12,D,43392,0.27,--,,Home,0,-11,-1,SEA,NA,0,2013
65,Monday,2013-06-10,SEA,HOU,W,3,2,,28-37,3,11.0,Iwakuma,Keuchel,Wilhelmsen,3:02,N,12817,0.24,+,,Home,0,-11,1,SEA,NA,0,2013
66,Tuesday,2013-06-11,SEA,HOU,W,4,0,,29-37,3,10.0,Harang,Norris,,2:15,N,10267,0.23,++,,Home,0,-10,4,SEA,NA,0,2013
67,Wednesday,2013-06-12,SEA,HOU,L,1,6,,29-38,3,11.0,Clemens,Wilhelmsen,,3:01,N,13823,0.28,-,,Home,0,-11,-5,SEA,NA,0,2013
68,Friday,2013-06-14,SEA,OAK,W,3,2,,30-38,3,10.5,Saunders,Milone,Perez,2:55,N,31448,0.3,+,,Away,0,-10.5,1,SEA,NA,0,2013
69,Saturday,2013-06-15,SEA,OAK,W,4,0,,31-38,3,9.5,Hernandez,Griffin,,2:47,D,24378,0.39,++,,Away,0,-9.5,4,SEA,NA,0,2013
70,Sunday,2013-06-16,SEA,OAK,L,2,10,,31-39,3,10.5,Colon,Iwakuma,,2:59,D,36067,0.54,-,,Away,0,-10.5,-8,SEA,NA,0,2013
71,Monday,2013-06-17,SEA,LAA,L,3,11,,31-40,4,10.5,Vargas,Harang,,2:56,N,30258,0.35,--,,Away,0,-10.5,-8,SEA,NA,0,2013
72,Tuesday,2013-06-18,SEA,LAA,W,3,2,10,32-40,3,10.5,Furbush,Richards,Medina,3:42,N,33040,0.29,+,,Away,1,-10.5,1,SEA,NA,0,2013
73,Wednesday,2013-06-19,SEA,LAA,L,0,1,,32-41,4,10.5,Wilson,Saunders,Frieri,2:27,N,35401,0.36,-,,Away,0,-10.5,-1,SEA,NA,0,2013
74,Thursday,2013-06-20,SEA,LAA,L,9,10,,32-42,4,10.5,Downs,Capps,Frieri,3:36,N,37711,0.32,--,,Away,0,-10.5,-1,SEA,NA,0,2013
75,Friday,2013-06-21,SEA,OAK,L,3,6,,32-43,4,11.5,Colon,Iwakuma,Balfour,2:37,N,23135,0.35,---,,Home,0,-11.5,-3,SEA,NA,0,2013
76,Saturday,2013-06-22,SEA,OAK,W,7,5,,33-43,4,10.5,Medina,Cook,,3:32,N,20721,0.22,+,,Home,0,-10.5,2,SEA,NA,0,2013
77,Sunday,2013-06-23,SEA,OAK,W-wo,6,3,10,34-43,3,10.5,Perez,Balfour,,3:13,D,22833,0.29,++,,Home,1,-10.5,3,SEA,NA,0,2013
78,Tuesday,2013-06-25,SEA,PIT,L,4,9,,34-44,4,10.5,Locke,Saunders,,3:00,N,21088,0.24,-,,Home,0,-10.5,-5,SEA,NA,0,2013
79,Wednesday,2013-06-26,SEA,PIT,L,2,4,,34-45,4,11.5,Mazzaro,Furbush,Melancon,2:56,D,21267,0.2,--,,Home,0,-11.5,-2,SEA,NA,0,2013
80,Friday,2013-06-28,SEA,CHC,W-wo,5,4,10,35-45,4,12.0,Medina,Parker,,3:12,N,31471,0.13,+,,Home,1,-12,1,SEA,NA,0,2013
81,Saturday,2013-06-29,SEA,CHC,L,3,5,11,35-46,4,12.0,Villanueva,Perez,Parker,3:32,D,34630,0.15,-,,Home,1,-12,-2,SEA,NA,0,2013
82,Sunday,2013-06-30,SEA,CHC,L,6,7,,35-47,4,13.0,Jackson,Bonderman,Gregg,3:11,D,24757,0.13,--,,Home,0,-13,-1,SEA,NA,0,2013
83,Tuesday,2013-07-02,SEA,TEX,W,9,2,,36-47,4,12.5,Saunders,Grimm,,2:49,N,39579,0.12,+,,Away,0,-12.5,7,SEA,NA,0,2013
84,Wednesday,2013-07-03,SEA,TEX,W,4,2,10,37-47,4,11.5,Furbush,Ross,Wilhelmsen,3:07,N,39468,0.12,++,,Away,1,-11.5,2,SEA,NA,0,2013
85,Thursday,2013-07-04,SEA,TEX,L,4,5,,37-48,4,12.5,Lindblom,Iwakuma,Nathan,3:13,N,46476,0.18,-,,Away,0,-12.5,-1,SEA,NA,0,2013
86,Friday,2013-07-05,SEA,CIN,W,4,2,,38-48,4,12.5,Harang,Leake,Perez,2:43,N,33596,0.11,+,,Away,0,-12.5,2,SEA,NA,0,2013
87,Saturday,2013-07-06,SEA,CIN,L,4,13,,38-49,4,12.5,Latos,Bonderman,,3:21,D,34965,0.11,-,,Away,0,-12.5,-9,SEA,NA,0,2013
88,Sunday,2013-07-07,SEA,CIN,W,3,1,,39-49,4,12.5,Saunders,Arroyo,Wilhelmsen,2:33,D,32669,0.09,+,,Away,0,-12.5,2,SEA,NA,0,2013
89,Monday,2013-07-08,SEA,BOS,W,11,4,,40-49,4,12.5,Hernandez,Lester,,3:21,N,21830,0.11,++,,Home,0,-12.5,7,SEA,NA,0,2013
90,Tuesday,2013-07-09,SEA,BOS,L,8,11,,40-50,4,13.5,Breslow,Beavan,Uehara,3:44,N,21076,0.12,-,,Home,0,-13.5,-3,SEA,NA,0,2013
91,Wednesday,2013-07-10,SEA,BOS,L,4,11,,40-51,4,13.5,Doubront,Harang,,3:23,N,20468,0.08,--,,Home,0,-13.5,-7,SEA,NA,0,2013
92,Thursday,2013-07-11,SEA,BOS,L,7,8,10,40-52,4,14.0,Wright,Wilhelmsen,Uehara,4:04,D,25367,0.06,---,,Home,1,-14,-1,SEA,NA,0,2013
93,Friday,2013-07-12,SEA,LAA,W,8,3,,41-52,4,13.0,Saunders,Williams,,2:45,N,21375,0.04,+,,Home,0,-13,5,SEA,NA,0,2013
94,Saturday,2013-07-13,SEA,LAA,W,6,0,,42-52,4,13.0,Hernandez,Weaver,,2:57,N,32466,0.06,++,,Home,0,-13,6,SEA,NA,0,2013
95,Sunday,2013-07-14,SEA,LAA,W,4,3,,43-52,4,13.0,Iwakuma,Blanton,Wilhelmsen,2:51,D,25643,0.07,+++,,Home,0,-13,1,SEA,NA,0,2013
96,Friday,2013-07-19,SEA,HOU,W,10,7,,44-52,4,12.0,Saunders,Norris,Wilhelmsen,3:46,N,24635,0.07,++++,,Away,0,-12,3,SEA,NA,0,2013
97,Saturday,2013-07-20,SEA,HOU,W,4,2,,45-52,4,11.0,Iwakuma,Bedard,Wilhelmsen,2:58,N,25733,0.11,+++++,,Away,0,-11,2,SEA,NA,0,2013
98,Sunday,2013-07-21,SEA,HOU,W,12,5,,46-52,4,11.0,Hernandez,Lyles,,3:29,D,38838,0.14,++++++,,Away,0,-11,7,SEA,NA,0,2013
99,Monday,2013-07-22,SEA,CLE,W,2,1,,47-52,3,11.0,Harang,Jimenez,Wilhelmsen,2:35,N,18009,0.17,+++++++,,Home,0,-11,1,SEA,NA,0,2013
100,Tuesday,2013-07-23,SEA,CLE,W,4,3,,48-52,3,10.0,Ramirez,McAllister,Wilhelmsen,2:44,N,16308,0.17,++++++++,,Home,0,-10,1,SEA,NA,0,2013
101,Wednesday,2013-07-24,SEA,CLE,L,1,10,,48-53,3,11.0,Kazmir,Saunders,,2:49,D,25688,0.24,-,,Home,0,-11,-9,SEA,NA,0,2013
102,Thursday,2013-07-25,SEA,MIN,W,8,2,,49-53,3,10.0,Iwakuma,Correia,,3:03,N,18135,0.18,+,,Home,0,-10,6,SEA,NA,0,2013
103,Friday,2013-07-26,SEA,MIN,L,2,3,13,49-54,3,11.0,Duensing,Medina,Perkins,3:54,N,23162,0.22,-,,Home,1,-11,-1,SEA,NA,0,2013
104,Saturday,2013-07-27,SEA,MIN,L,0,4,,49-55,3,12.0,Deduno,Harang,,3:15,D,24524,0.18,--,,Home,0,-12,-4,SEA,NA,0,2013
105,Sunday,2013-07-28,SEA,MIN,W,6,4,,50-55,3,12.0,Ramirez,Gibson,Wilhelmsen,2:41,D,35087,0.13,+,,Home,0,-12,2,SEA,NA,0,2013
106,Tuesday,2013-07-30,SEA,BOS,L,2,8,,50-56,3,12.5,Workman,Saunders,,2:44,N,34578,0.14,-,,Away,0,-12.5,-6,SEA,NA,0,2013
107,Wednesday,2013-07-31,SEA,BOS,L-wo,4,5,15,50-57,3,12.5,Britton,Luetge,,5:03,N,35059,0.11,--,,Away,1,-12.5,-1,SEA,NA,0,2013
108,Thursday,2013-08-01,SEA,BOS,L-wo,7,8,,50-58,3,13.0,Wright,Perez,,3:17,N,35886,0.09,---,,Away,0,-13,-1,SEA,NA,0,2013
109,Friday,2013-08-02,SEA,BAL,L,8,11,,50-59,4,13.0,Tillman,Harang,Johnson,2:45,N,25947,0.06,----,,Away,0,-13,-3,SEA,NA,0,2013
110,Saturday,2013-08-03,SEA,BAL,W,8,4,,51-59,4,13.0,Ramirez,Feldman,Farquhar,3:23,N,35231,0.04,+,,Away,0,-13,4,SEA,NA,0,2013
111,Sunday,2013-08-04,SEA,BAL,W,3,2,,52-59,3,12.0,Saunders,Chen,Farquhar,2:50,D,30759,0.05,++,,Away,0,-12,1,SEA,NA,0,2013
112,Monday,2013-08-05,SEA,TOR,L,1,3,,52-60,3,12.5,Dickey,Iwakuma,Janssen,2:43,N,32300,0.05,-,,Home,0,-12.5,-2,SEA,NA,0,2013
113,Tuesday,2013-08-06,SEA,TOR,L,2,7,,52-61,3,12.5,Johnson,Hernandez,,2:56,N,28198,0.04,--,,Home,0,-12.5,-5,SEA,NA,0,2013
114,Wednesday,2013-08-07,SEA,TOR,W,9,7,,53-61,3,11.5,Maurer,Loup,Farquhar,3:35,D,34792,0.03,+,,Home,0,-11.5,2,SEA,NA,0,2013
115,Friday,2013-08-09,SEA,MIL,L,5,10,,53-62,3,12.5,Lohse,Saunders,,2:59,N,34827,0.04,-,,Home,0,-12.5,-5,SEA,NA,0,2013
116,Saturday,2013-08-10,SEA,MIL,L,0,10,,53-63,4,13.5,Gorzelanny,Iwakuma,,2:48,N,46027,0.01,--,,Home,0,-13.5,-10,SEA,NA,0,2013
117,Sunday,2013-08-11,SEA,MIL,W,2,0,,54-63,3,13.5,Hernandez,Peralta,Farquhar,2:11,D,25390,0.01,+,,Home,0,-13.5,2,SEA,NA,0,2013
118,Tuesday,2013-08-13,SEA,TBR,W,5,4,,55-63,3,13.0,Ramirez,Archer,Farquhar,3:13,N,13294,0.01,++,,Away,0,-13,1,SEA,NA,0,2013
119,Wednesday,2013-08-14,SEA,TBR,L-wo,4,5,,55-64,3,14.0,Peralta,Farquhar,,3:26,N,14910,0.01,-,,Away,0,-14,-1,SEA,NA,0,2013
120,Thursday,2013-08-15,SEA,TBR,L,1,7,,55-65,3,14.5,Cobb,Saunders,,2:59,N,13299,0.01,--,,Away,0,-14.5,-6,SEA,NA,0,2013
121,Friday,2013-08-16,SEA,TEX,W,3,1,,56-65,3,13.5,Iwakuma,Cotts,Farquhar,2:59,N,37596,0.01,+,,Away,0,-13.5,2,SEA,NA,0,2013
122,Saturday,2013-08-17,SEA,TEX,L,3,15,,56-66,3,14.5,Perez,Hernandez,,3:25,N,44247,0.01,-,,Away,0,-14.5,-12,SEA,NA,0,2013
123,Sunday,2013-08-18,SEA,TEX,W,4,3,,57-66,3,13.5,Medina,Nathan,Farquhar,3:00,D,40832,0.01,+,,Away,0,-13.5,1,SEA,NA,0,2013
124,Monday,2013-08-19,SEA,OAK,L-wo,1,2,,57-67,3,14.5,Parker,Capps,,2:19,N,11112,0.01,-,,Away,0,-14.5,-1,SEA,NA,0,2013
125,Tuesday,2013-08-20,SEA,OAK,W,7,4,,58-67,3,14.5,Maurer,Doolittle,Farquhar,3:10,N,13041,0,+,,Away,0,-14.5,3,SEA,NA,0,2013
126,Wednesday,2013-08-21,SEA,OAK,W,5,3,,59-67,3,14.5,Iwakuma,Griffin,Farquhar,2:47,D,18641,0,++,,Away,0,-14.5,2,SEA,NA,0,2013
127,Friday,2013-08-23,SEA,LAA,L,0,2,,59-68,3,15.5,Richards,Hernandez,Frieri,2:45,N,21616,0,-,,Home,0,-15.5,-2,SEA,NA,0,2013
128,Saturday,2013-08-24,SEA,LAA,L,1,5,,59-69,3,15.5,Vargas,Ramirez,,3:18,N,24477,0,--,,Home,0,-15.5,-4,SEA,NA,0,2013
129,Sunday,2013-08-25,SEA,LAA,L,1,7,,59-70,3,15.5,Weaver,Harang,,2:50,D,22999,0,---,,Home,0,-15.5,-6,SEA,NA,0,2013
130,Monday,2013-08-26,SEA,TEX,L,3,8,,59-71,3,16.5,Blackley,Saunders,,2:40,N,15995,0,----,,Home,0,-16.5,-5,SEA,NA,0,2013
131,Tuesday,2013-08-27,SEA,TEX,L,3,4,10,59-72,4,17.5,Scheppers,Farquhar,Nathan,3:35,N,15115,0,-----,,Home,1,-17.5,-1,SEA,NA,0,2013
132,Wednesday,2013-08-28,SEA,TEX,L,4,12,,59-73,4,18.5,Perez,Hernandez,,3:01,D,22420,0,------,,Home,0,-18.5,-8,SEA,NA,0,2013
133,Thursday,2013-08-29,SEA,HOU,W,3,2,,60-73,4,18.0,Ramirez,Lyles,Farquhar,3:03,N,22203,0,+,,Away,0,-18,1,SEA,NA,0,2013
134,Friday,2013-08-30,SEA,HOU,W,7,1,,61-73,4,17.0,Walker,Peacock,,3:16,N,13869,0,++,,Away,0,-17,6,SEA,NA,0,2013
135,Saturday,2013-08-31,SEA,HOU,W,3,1,,62-73,4,17.0,Saunders,Keuchel,Farquhar,2:56,N,21085,0,+++,,Away,0,-17,2,SEA,NA,0,2013
136,Sunday,2013-09-01,SEA,HOU,L,0,2,,62-74,4,17.0,Oberholtzer,Furbush,,2:41,D,17203,0,-,,Away,0,-17,-2,SEA,NA,0,2013
137,Monday,2013-09-02,SEA,KCR,L,1,3,,62-75,4,17.0,Smith,Hernandez,Holland,2:45,D,20063,0,--,,Away,0,-17,-2,SEA,NA,0,2013
138,Tuesday,2013-09-03,SEA,KCR,L,3,4,,62-76,4,18.0,Hochevar,Medina,Holland,2:42,N,13638,0,---,,Away,0,-18,-1,SEA,NA,0,2013
139,Wednesday,2013-09-04,SEA,KCR,W,6,4,,63-76,4,17.0,Luetge,Crow,Farquhar,3:02,N,13621,0,+,,Away,0,-17,2,SEA,NA,0,2013
140,Thursday,2013-09-05,SEA,KCR,L-wo,6,7,13,63-77,4,17.5,Coleman,Ruffin,,4:17,D,14004,0,-,,Away,1,-17.5,-1,SEA,NA,0,2013
141,Friday,2013-09-06,SEA,TBR,W,6,4,,64-77,4,17.0,Capps,Peralta,Farquhar,3:30,N,14796,0,+,,Home,0,-17,2,SEA,NA,0,2013
142,Saturday,2013-09-07,SEA,TBR,W,6,2,,65-77,4,17.0,Paxton,Archer,,3:04,N,17773,0,++,,Home,0,-17,4,SEA,NA,0,2013
143,Sunday,2013-09-08,SEA,TBR,L,1,4,,65-78,4,18.0,McGee,Medina,Rodney,3:24,D,18645,0,-,,Home,0,-18,-3,SEA,NA,0,2013
144,Monday,2013-09-09,SEA,HOU,L,4,6,,65-79,4,18.5,Chapman,Farquhar,Fields,3:23,N,9808,0,--,,Home,0,-18.5,-2,SEA,NA,0,2013
145,Tuesday,2013-09-10,SEA,HOU,L,2,13,,65-80,4,18.5,Lyles,Saunders,,3:23,N,10245,0,---,,Home,0,-18.5,-11,SEA,NA,0,2013
146,Wednesday,2013-09-11,SEA,HOU,L,1,6,,65-81,4,19.5,Peacock,Maurer,Zeid,3:00,N,11656,0,----,,Home,0,-19.5,-5,SEA,NA,0,2013
147,Friday,2013-09-13,SEA,STL,L-wo,1,2,10,65-82,4,21.0,Siegrist,Ruffin,,3:15,N,40506,0,-----,,Away,1,-21,-1,SEA,NA,0,2013
148,Saturday,2013-09-14,SEA,STL,W,4,1,,66-82,4,21.0,Paxton,Wacha,Farquhar,2:51,N,41374,0,+,,Away,0,-21,3,SEA,NA,0,2013
149,Sunday,2013-09-15,SEA,STL,L,2,12,,66-83,4,22.0,Miller,Ramirez,,3:09,D,40526,0,-,,Away,0,-22,-10,SEA,NA,0,2013
150,Monday,2013-09-16,SEA,DET,L,2,4,,66-84,4,22.0,Porcello,Saunders,Benoit,2:50,N,34063,0,--,,Away,0,-22,-2,SEA,NA,0,2013
151,Tuesday,2013-09-17,SEA,DET,L,2,6,,66-85,4,23.0,Alburquerque,Medina,,3:46,N,39076,0,---,,Away,0,-23,-4,SEA,NA,0,2013
152,Wednesday,2013-09-18,SEA,DET,W,8,0,,67-85,4,22.0,Iwakuma,Verlander,,2:55,N,36395,0,+,,Away,0,-22,8,SEA,NA,0,2013
153,Thursday,2013-09-19,SEA,DET,L,4,5,,67-86,4,23.0,Fister,Furbush,Benoit,2:43,D,38431,0,-,,Away,0,-23,-1,SEA,NA,0,2013
154,Friday,2013-09-20,SEA,LAA,L-wo,2,3,11,67-87,4,24.0,Rasmus,LaFromboise,,4:10,N,39469,0,--,,Away,1,-24,-1,SEA,NA,0,2013
155,Saturday,2013-09-21,SEA,LAA,L,5,6,,67-88,4,25.0,Williams,Saunders,Frieri,3:01,N,41001,0,---,,Away,0,-25,-1,SEA,NA,0,2013
156,Sunday,2013-09-22,SEA,LAA,W,3,2,,68-88,4,25.0,Perez,Wilson,Farquhar,3:22,D,39099,0,+,,Away,0,-25,1,SEA,NA,0,2013
157,Monday,2013-09-23,SEA,KCR,L,5,6,12,68-89,4,26.0,Davis,Luetge,Holland,4:12,N,12790,0,-,,Home,1,-26,-1,SEA,NA,0,2013
158,Tuesday,2013-09-24,SEA,KCR,W,4,0,,69-89,4,25.0,Paxton,Chen,,2:27,N,12528,0,+,,Home,0,-25,4,SEA,NA,0,2013
159,Wednesday,2013-09-25,SEA,KCR,W,6,0,,70-89,4,24.0,Iwakuma,Santana,,2:25,N,15347,0,++,,Home,0,-24,6,SEA,NA,0,2013
160,Friday,2013-09-27,SEA,OAK,L,2,8,,70-90,4,25.0,Colon,Hernandez,,3:06,N,23014,0,-,,Home,0,-25,-6,SEA,NA,0,2013
161,Saturday,2013-09-28,SEA,OAK,W,7,5,,71-90,4,24.0,Maurer,Parker,Farquhar,2:58,D,17751,0,+,,Home,0,-24,2,SEA,NA,0,2013
162,Sunday,2013-09-29,SEA,OAK,L,0,9,,71-91,4,25.0,Gray,Ramirez,,3:08,D,17081,0,-,,Home,0,-25,-9,SEA,NA,0,2013
1,Monday,2014-03-31,SEA,LAA,W,10,3,,1-0,1,up 0.5,Hernandez,Weaver,,3:17,N,44152,1.05,+,,Away,0,0.5,7,SEA,NA,0,2014
2,Tuesday,2014-04-01,SEA,LAA,W,8,3,,2-0,1,up 0.5,Ramirez,Wilson,,3:05,N,43567,1.13,++,,Away,0,0.5,5,SEA,NA,0,2014
3,Wednesday,2014-04-02,SEA,LAA,W,8,2,,3-0,1,up 0.5,Paxton,Santiago,,2:39,N,38007,1.14,+++,,Away,0,0.5,6,SEA,NA,0,2014
4,Thursday,2014-04-03,SEA,OAK,L-wo,2,3,12,3-1,1,up 0.5,Pomeranz,Noesi,,4:02,N,11236,1.14,-,,Away,1,0.5,-1,SEA,NA,0,2014
5,Saturday,2014-04-05,SEA,OAK,W,3,1,,4-1,1,up 2.0,Hernandez,Straily,Rodney,2:22,D,30290,1.2,+,,Away,0,2,2,SEA,NA,0,2014
6,Sunday,2014-04-06,SEA,OAK,L,3,6,,4-2,1,up 1.0,Gray,Ramirez,Johnson,2:57,D,32852,1.22,-,,Away,0,1,-3,SEA,NA,0,2014
7,Tuesday,2014-04-08,SEA,LAA,W,5,3,,5-2,1,up 1.0,Paxton,Santiago,Rodney,2:59,N,45661,1.21,+,,Home,0,1,2,SEA,NA,0,2014
8,Wednesday,2014-04-09,SEA,LAA,L,0,2,,5-3,1,Tied,Richards,Elias,Frieri,2:53,N,16437,1.28,-,,Home,0,0,-2,SEA,NA,0,2014
9,Friday,2014-04-11,SEA,OAK,W,6,4,,6-3,1,up 0.5,Hernandez,Milone,Rodney,3:09,N,38968,1.2,+,,Home,0,0.5,2,SEA,NA,0,2014
10,Saturday,2014-04-12,SEA,OAK,L,1,3,,6-4,2,0.5,Gray,Ramirez,Gregerson,3:08,N,22061,1.29,-,,Home,0,-0.5,-2,SEA,NA,0,2014
11,Sunday,2014-04-13,SEA,OAK,L,0,3,,6-5,2,1.5,Otero,Furbush,Doolittle,2:44,D,22628,1.3,--,,Home,0,-1.5,-3,SEA,NA,0,2014
12,Monday,2014-04-14,SEA,TEX,W,7,1,,7-5,2,1.5,Elias,Lewis,,3:01,N,23081,1.17,+,,Away,0,-1.5,6,SEA,NA,0,2014
13,Tuesday,2014-04-15,SEA,TEX,L,0,5,,7-6,2,2.5,Ross,Beavan,,2:22,N,26628,1.17,-,,Away,0,-2.5,-5,SEA,NA,0,2014
14,Wednesday,2014-04-16,SEA,TEX,L-wo,2,3,,7-7,3,2.5,Figueroa,Rodney,,2:47,N,27396,1.14,--,,Away,0,-2.5,-1,SEA,NA,0,2014
15,Thursday,2014-04-17,SEA,TEX,L,6,8,,7-8,3,3.0,Figueroa,Beimel,Soria,3:28,D,29024,1.13,---,,Away,0,-3,-2,SEA,NA,0,2014
16,Friday,2014-04-18,SEA,MIA,L-wo,4,8,,7-9,4,4.0,Cishek,Medina,,3:09,N,21388,0.91,----,,Away,0,-4,-4,SEA,NA,0,2014
17,Saturday,2014-04-19,SEA,MIA,L,0,7,,7-10,4,5.0,Alvarez,Elias,,2:20,N,24003,0.86,-----,,Away,0,-5,-7,SEA,NA,0,2014
18,Sunday,2014-04-20,SEA,MIA,L,2,3,,7-11,4,6.0,Dunn,Wilhelmsen,Cishek,2:58,D,20228,0.8,------,,Away,0,-6,-1,SEA,NA,0,2014
19,Monday,2014-04-21,SEA,HOU,L,2,7,,7-12,4,6.0,Keuchel,Hernandez,,2:49,N,14630,0.82,-------,,Home,0,-6,-5,SEA,NA,0,2014
20,Tuesday,2014-04-22,SEA,HOU,L,2,5,,7-13,4,6.0,McHugh,Ramirez,Fields,3:02,N,10466,0.73,--------,,Home,0,-6,-3,SEA,NA,0,2014
21,Wednesday,2014-04-23,SEA,HOU,W-wo,5,3,,8-13,4,5.5,Rodney,Fields,,2:50,D,13739,0.67,+,,Home,0,-5.5,2,SEA,NA,0,2014
22,Friday,2014-04-25,SEA,TEX,W,6,5,,9-13,4,5.5,Medina,Cotts,Rodney,2:55,N,31145,0.82,++,,Home,0,-5.5,1,SEA,NA,0,2014
23,Saturday,2014-04-26,SEA,TEX,L,3,6,,9-14,4,5.5,Poreda,Furbush,Soria,3:13,N,30038,0.88,-,,Home,0,-5.5,-3,SEA,NA,0,2014
24,Sunday,2014-04-27,SEA,TEX,W,6,5,,10-14,4,4.5,Farquhar,Ogando,Rodney,3:10,D,26300,0.84,+,,Home,0,-4.5,1,SEA,NA,0,2014
25,Tuesday,2014-04-29,SEA,NYY,W,6,3,,11-14,4,5.0,Young,Sabathia,,3:33,N,37484,0.78,++,,Away,0,-5,3,SEA,NA,0,2014
26,Thursday,2014-05-01,SEA,NYY,W,4,2,,12-14,4,5.0,Elias,Kuroda,Rodney,2:47,N,43121,0.85,+++,,Away,0,-5,2,SEA,NA,0,2014
27,Friday,2014-05-02,SEA,HOU,L-wo,4,5,11,12-15,4,5.0,Bass,Furbush,,4:02,N,15771,0.91,-,,Away,1,-5,-1,SEA,NA,0,2014
28,Saturday,2014-05-03,SEA,HOU,W,9,8,,13-15,4,4.0,Iwakuma,Keuchel,Rodney,3:24,D,15798,0.85,+,,Away,0,-4,1,SEA,NA,0,2014
29,Sunday,2014-05-04,SEA,HOU,W,8,7,,14-15,4,4.0,Maurer,McHugh,Farquhar,3:30,D,24996,0.91,++,,Away,0,-4,1,SEA,NA,0,2014
30,Monday,2014-05-05,SEA,OAK,W,4,2,,15-15,4,3.0,Young,Kazmir,Rodney,2:36,N,11019,1.14,+++,,Away,0,-3,2,SEA,NA,0,2014
31,Tuesday,2014-05-06,SEA,OAK,W,8,3,,16-15,2,2.0,Elias,Chavez,,3:19,N,12106,1.2,++++,,Away,0,-2,5,SEA,NA,0,2014
32,Wednesday,2014-05-07,SEA,OAK,W,6,4,10,17-15,2,2.0,Medina,Cook,Rodney,3:24,D,NA,1.33,+++++,2014-04-04 (Rain),Away,1,-2,2,SEA,1,1,2014
33,Wednesday,2014-05-07,SEA,OAK,L,0,2,,17-16,2,2.0,Pomeranz,Ramirez,Johnson,2:21,D,17337,1.4,-,,Away,0,-2,-2,SEA,2,1,2014
34,Thursday,2014-05-08,SEA,KCR,W,1,0,,18-16,2,1.5,Iwakuma,Duffy,Rodney,2:25,N,12577,1.14,+,,Home,0,-1.5,1,SEA,NA,0,2014
35,Friday,2014-05-09,SEA,KCR,L,1,6,,18-17,3,2.5,Vargas,Maurer,,2:45,N,20858,1.15,-,,Home,0,-2.5,-5,SEA,NA,0,2014
36,Saturday,2014-05-10,SEA,KCR,W,3,1,,19-17,2,2.5,Young,Ventura,Rodney,2:18,N,29359,1.08,+,,Home,0,-2.5,2,SEA,NA,0,2014
37,Sunday,2014-05-11,SEA,KCR,L,7,9,,19-18,3,3.5,Coleman,Farquhar,Holland,3:01,D,30447,1.15,-,,Home,0,-3.5,-2,SEA,NA,0,2014
38,Monday,2014-05-12,SEA,TBR,W,12,5,,20-18,2,3.5,Hernandez,Ramos,,3:10,N,12392,1.1,+,,Home,0,-3.5,7,SEA,NA,0,2014
39,Tuesday,2014-05-13,SEA,TBR,L,1,2,,20-19,3,4.5,Price,Rodney,,2:48,N,13446,1.12,-,,Home,0,-4.5,-1,SEA,NA,0,2014
40,Wednesday,2014-05-14,SEA,TBR,L,0,2,,20-20,3,4.5,Odorizzi,Maurer,Balfour,3:21,D,20951,1.08,--,,Home,0,-4.5,-2,SEA,NA,0,2014
41,Friday,2014-05-16,SEA,MIN,L,4,5,,20-21,3,5.5,Gibson,Young,Perkins,2:42,N,27275,0.99,---,,Away,0,-5.5,-1,SEA,NA,0,2014
42,Saturday,2014-05-17,SEA,MIN,L,3,4,,20-22,3,6.5,Deduno,Elias,Perkins,2:26,N,29717,0.96,----,,Away,0,-6.5,-1,SEA,NA,0,2014
43,Sunday,2014-05-18,SEA,MIN,W,6,2,,21-22,3,6.5,Hernandez,Nolasco,,3:02,D,32511,0.87,+,,Away,0,-6.5,4,SEA,NA,0,2014
44,Tuesday,2014-05-20,SEA,TEX,W,6,2,,22-22,3,6.5,Iwakuma,Lewis,,2:54,N,43706,0.97,++,,Away,0,-6.5,4,SEA,NA,0,2014
45,Wednesday,2014-05-21,SEA,TEX,L,3,4,,22-23,3,7.5,Tepesch,Young,Soria,2:47,D,43654,1.02,-,,Away,0,-7.5,-1,SEA,NA,0,2014
