gm_number,opp,win_lose,r,ra,inn,walkoff,forfeit,extra_innings,won_prev_game,team,season,series,series_gm_number,series_wins,series_tot_gms,series_per,series_won
62,NYM,L,0,2,0,0,0,0,1,NYY,2018,12,3,2,6,0.6666666666666666,1
63,WSN,W,3,0,0,0,0,0,0,NYY,2018,19,2,1,4,0.5,0
64,WSN,L,4,5,0,0,0,0,1,NYY,2018,19,3,1,4,0.3333333333333333,0
65,TBR,W,4,3,0,0,0,0,0,NYY,2018,16,3,3,19,1,1
66,TBR,W,5,0,0,0,0,0,1,NYY,2018,16,4,4,19,1,1
67,TBR,W,4,1,0,0,0,0,1,NYY,2018,16,5,5,19,1,1
68,TBR,L,1,3,0,0,0,0,1,NYY,2018,16,6,5,19,0.8333333333333334,1
69,WSN,W,4,2,0,0,0,0,0,NYY,2018,19,4,2,4,0.5,0
70,SEA,W,7,2,0,0,0,0,1,NYY,2018,15,1,1,6,1,1
71,SEA,W,7,5,0,1,0,0,1,NYY,2018,15,2,2,6,1,1
72,SEA,W,4,3,0,0,0,0,1,NYY,2018,15,3,3,6,1,1
73,TBR,L,1,2,0,0,0,0,1,NYY,2018,16,7,5,19,0.7142857142857143,1
74,TBR,L,0,4,0,0,0,0,0,NYY,2018,16,8,5,19,0.625,1
75,TBR,L,6,7,12,1,0,1,0,NYY,2018,16,9,5,19,0.5555555555555556,1
76,PHI,W,4,2,0,0,0,0,0,NYY,2018,14,1,1,3,1,1
77,PHI,W,6,0,0,0,0,0,1,NYY,2018,14,2,2,3,1,1
78,PHI,L,0,3,0,0,0,0,1,NYY,2018,14,3,2,3,0.6666666666666666,1
79,BOS,W,8,1,0,0,0,0,0,NYY,2018,3,7,4,19,0.5714285714285714,1
80,BOS,L,0,11,0,0,0,0,1,NYY,2018,3,8,4,19,0.5,1
81,BOS,W,11,1,0,0,0,0,0,NYY,2018,3,9,5,19,0.5555555555555556,1
82,ATL,L,3,5,11,0,0,1,1,NYY,2018,1,1,0,3,0,1
83,ATL,W,8,5,0,0,0,0,0,NYY,2018,1,2,1,3,0.5,1
84,ATL,W,6,2,0,0,0,0,1,NYY,2018,1,3,2,3,0.6666666666666666,1
85,TOR,L,2,6,0,0,0,0,1,NYY,2018,18,11,7,19,0.6363636363636364,1
86,TOR,W,8,5,0,0,0,0,0,NYY,2018,18,12,8,19,0.6666666666666666,1
87,TOR,W,2,1,10,0,0,1,1,NYY,2018,18,13,9,19,0.6923076923076923,1
88,BAL,L,4,5,0,0,0,0,1,NYY,2018,2,7,3,19,0.42857142857142855,1
89,BAL,W,10,2,0,0,0,0,0,NYY,2018,2,8,4,19,0.5,1
90,BAL,L,5,6,0,1,0,0,1,NYY,2018,2,9,4,19,0.4444444444444444,1
91,BAL,W,9,0,0,0,0,0,0,NYY,2018,2,10,5,19,0.5,1
92,CLE,W,7,4,0,0,0,0,1,NYY,2018,5,4,4,7,1,1
93,CLE,L,5,6,0,0,0,0,1,NYY,2018,5,5,4,7,0.8,1
94,CLE,W,5,4,0,0,0,0,0,NYY,2018,5,6,5,7,0.8333333333333334,1
95,CLE,L,2,5,0,0,0,0,1,NYY,2018,5,7,5,7,0.7142857142857143,1
96,NYM,L,5,7,0,0,0,0,0,NYY,2018,12,4,2,6,0.5,1
97,NYM,W,7,6,0,0,0,0,0,NYY,2018,12,5,3,6,0.6,1
98,TBR,L,6,7,0,0,0,0,1,NYY,2018,16,10,5,19,0.5,1
99,TBR,W,4,0,0,0,0,0,0,NYY,2018,16,11,6,19,0.5454545454545454,1
100,TBR,L,2,3,0,0,0,0,1,NYY,2018,16,12,6,19,0.5,1
101,KCR,W,7,2,0,0,0,0,0,NYY,2018,8,4,3,7,0.75,1
102,KCR,L,5,10,0,0,0,0,1,NYY,2018,8,5,3,7,0.6,1
103,KCR,W,5,4,0,0,0,0,0,NYY,2018,8,6,4,7,0.6666666666666666,1
104,KCR,W,6,3,0,0,0,0,1,NYY,2018,8,7,5,7,0.7142857142857143,1
105,BAL,W,6,3,0,0,0,0,1,NYY,2018,2,11,6,19,0.5454545454545454,1
106,BAL,L,5,7,0,0,0,0,1,NYY,2018,2,12,6,19,0.5,1
107,BOS,L,7,15,0,0,0,0,0,NYY,2018,3,10,5,19,0.5,1
108,BOS,L,1,4,0,0,0,0,0,NYY,2018,3,11,5,19,0.45454545454545453,1
109,BOS,L,1,4,0,0,0,0,0,NYY,2018,3,12,5,19,0.4166666666666667,1
110,BOS,L,4,5,10,1,0,1,0,NYY,2018,3,13,5,19,0.38461538461538464,1
111,CHW,W,7,0,0,0,0,0,0,NYY,2018,4,1,1,6,1,1
112,CHW,W,4,3,13,0,0,1,1,NYY,2018,4,2,2,6,1,1
113,CHW,W,7,3,0,0,0,0,1,NYY,2018,4,3,3,6,1,1
114,TEX,W,7,3,0,0,0,0,1,NYY,2018,17,4,2,7,0.5,1
115,TEX,L,7,12,0,0,0,0,1,NYY,2018,17,5,2,7,0.4,1
116,TEX,W,5,3,0,0,0,0,0,NYY,2018,17,6,3,7,0.5,1
117,TEX,W,7,2,0,0,0,0,1,NYY,2018,17,7,4,7,0.5714285714285714,1
118,NYM,L,5,8,0,0,0,0,1,NYY,2018,12,6,3,6,0.5,1
119,TBR,W,4,1,0,0,0,0,0,NYY,2018,16,13,7,19,0.5384615384615384,1
120,TBR,L,1,6,0,0,0,0,1,NYY,2018,16,14,7,19,0.5,1
121,TBR,L,1,3,0,0,0,0,0,NYY,2018,16,15,7,19,0.4666666666666667,1
122,TOR,W,7,5,7,0,0,0,0,NYY,2018,18,14,10,19,0.7142857142857143,1
123,TOR,W,11,6,0,0,0,0,1,NYY,2018,18,15,11,19,0.7333333333333333,1
124,TOR,W,10,2,0,0,0,0,1,NYY,2018,18,16,12,19,0.75,1
125,MIA,W,2,1,12,0,0,1,1,NYY,2018,10,3,2,4,0.6666666666666666,1
126,MIA,L,3,9,0,0,0,0,1,NYY,2018,10,4,2,4,0.5,1
127,BAL,W,7,5,10,0,0,1,0,NYY,2018,2,13,7,19,0.5384615384615384,1
128,BAL,W,10,3,0,0,0,0,1,NYY,2018,2,14,8,19,0.5714285714285714,1
129,BAL,W,5,1,0,0,0,0,1,NYY,2018,2,15,9,19,0.6,1
130,BAL,W,5,3,0,0,0,0,1,NYY,2018,2,16,10,19,0.625,1
131,CHW,L,2,6,0,0,0,0,1,NYY,2018,4,4,3,6,0.75,1
132,CHW,W,5,4,0,1,0,0,0,NYY,2018,4,5,4,6,0.8,1
133,CHW,L,1,4,0,0,0,0,1,NYY,2018,4,6,4,6,0.6666666666666666,1
134,DET,L,7,8,0,0,0,0,0,NYY,2018,6,4,2,7,0.5,1
135,DET,W,7,5,0,0,0,0,0,NYY,2018,6,5,3,7,0.6,1
136,DET,W,2,1,0,0,0,0,1,NYY,2018,6,6,4,7,0.6666666666666666,1
137,DET,L,7,11,0,0,0,0,1,NYY,2018,6,7,4,7,0.5714285714285714,1
138,OAK,L,3,6,0,0,0,0,0,NYY,2018,13,4,2,6,0.5,1
139,OAK,W,5,1,0,0,0,0,0,NYY,2018,13,5,3,6,0.6,1
140,OAK,L,2,8,0,0,0,0,1,NYY,2018,13,6,3,6,0.5,1
141,SEA,W,4,0,0,0,0,0,0,NYY,2018,15,4,4,6,1,1
142,SEA,W,4,2,0,0,0,0,1,NYY,2018,15,5,5,6,1,1
143,SEA,L,2,3,0,0,0,0,1,NYY,2018,15,6,5,6,0.8333333333333334,1
144,MIN,W,7,2,0,0,0,0,0,NYY,2018,11,5,5,7,1,1
145,MIN,L,5,10,0,0,0,0,1,NYY,2018,11,6,5,7,0.8333333333333334,1
146,MIN,L,1,3,0,0,0,0,0,NYY,2018,11,7,5,7,0.7142857142857143,1
147,TOR,W,11,0,0,0,0,0,0,NYY,2018,18,17,13,19,0.7647058823529411,1
148,TOR,L,7,8,0,0,0,0,1,NYY,2018,18,18,13,19,0.7222222222222222,1
149,TOR,L,2,3,0,0,0,0,0,NYY,2018,18,19,13,19,0.6842105263157895,1
150,BOS,W,3,2,0,0,0,0,0,NYY,2018,3,14,6,19,0.42857142857142855,1
151,BOS,W,10,1,0,0,0,0,1,NYY,2018,3,15,7,19,0.4666666666666667,1
152,BOS,L,6,11,0,0,0,0,1,NYY,2018,3,16,7,19,0.4375,1
153,BAL,W,10,8,0,0,0,0,0,NYY,2018,2,17,11,19,0.6470588235294118,1
154,BAL,W,3,2,11,1,0,1,1,NYY,2018,2,18,12,19,0.6666666666666666,1
155,BAL,L,3,6,0,0,0,0,1,NYY,2018,2,19,12,19,0.631578947368421,1
156,TBR,W,4,1,0,0,0,0,0,NYY,2018,16,16,8,19,0.5,1
157,TBR,W,9,2,0,0,0,0,1,NYY,2018,16,17,9,19,0.5294117647058824,1
158,TBR,L,7,8,0,0,0,0,1,NYY,2018,16,18,9,19,0.5,1
159,TBR,W,12,1,0,0,0,0,0,NYY,2018,16,19,10,19,0.5263157894736842,1
160,BOS,W,11,6,0,0,0,0,1,NYY,2018,3,17,8,19,0.47058823529411764,1
161,BOS,W,8,5,0,0,0,0,1,NYY,2018,3,18,9,19,0.5,1
162,BOS,L,2,10,0,0,0,0,1,NYY,2018,3,19,9,19,0.47368421052631576,1
1,BAL,W,7,2,0,0,0,0,0,NYY,2019,2,1,1,19,1,1
2,BAL,L,3,5,0,0,0,0,1,NYY,2019,2,2,1,19,0.5,1
3,BAL,L,5,7,0,0,0,0,0,NYY,2019,2,3,1,19,0.3333333333333333,1
4,DET,W,3,1,0,0,0,0,0,NYY,2019,7,1,1,6,1,1
5,DET,L,1,3,0,0,0,0,1,NYY,2019,7,2,1,6,0.5,1
6,DET,L,1,2,0,0,0,0,0,NYY,2019,7,3,1,6,0.3333333333333333,1
7,BAL,W,8,4,0,0,0,0,0,NYY,2019,2,4,2,19,0.5,1
8,BAL,W,6,4,0,0,0,0,1,NYY,2019,2,5,3,19,0.6,1
9,BAL,W,15,3,0,0,0,0,1,NYY,2019,2,6,4,19,0.6666666666666666,1
10,HOU,L,3,4,0,0,0,0,1,NYY,2019,8,1,0,7,0,0
11,HOU,L,3,6,0,0,0,0,0,NYY,2019,8,2,0,7,0,0
12,HOU,L,6,8,0,0,0,0,0,NYY,2019,8,3,0,7,0,0
13,CHW,L,6,9,7,0,0,0,0,NYY,2019,4,1,0,7,0,0
14,CHW,W,4,0,0,0,0,0,0,NYY,2019,4,2,1,7,0.5,0
15,CHW,L,2,5,0,0,0,0,1,NYY,2019,4,3,1,7,0.3333333333333333,0
16,BOS,W,8,0,0,0,0,0,0,NYY,2019,3,1,1,19,1,1
17,BOS,W,5,3,0,0,0,0,1,NYY,2019,3,2,2,19,1,1
18,KCR,L,1,6,0,0,0,0,1,NYY,2019,9,1,0,7,0,1
19,KCR,W,6,2,0,0,0,0,0,NYY,2019,9,2,1,7,0.5,1
20,KCR,W,9,2,0,0,0,0,1,NYY,2019,9,3,2,7,0.6666666666666666,1
21,KCR,W,7,6,10,1,0,1,1,NYY,2019,9,4,3,7,0.75,1
22,LAA,W,4,3,14,0,0,1,1,NYY,2019,10,1,1,7,1,1
23,LAA,W,7,5,0,0,0,0,1,NYY,2019,10,2,2,7,1,1
24,LAA,W,6,5,0,0,0,0,1,NYY,2019,10,3,3,7,1,1
25,LAA,L,5,11,0,0,0,0,1,NYY,2019,10,4,3,7,0.75,1
26,SFG,W,7,3,0,0,0,0,0,NYY,2019,17,1,1,3,1,1
27,SFG,W,6,4,0,0,0,0,1,NYY,2019,17,2,2,3,1,1
28,SFG,W,11,5,0,0,0,0,1,NYY,2019,17,3,3,3,1,1
29,ARI,L,1,3,0,0,0,0,1,NYY,2019,1,1,0,4,0,0
30,ARI,L,2,3,0,0,0,0,0,NYY,2019,1,2,0,4,0,0
31,MIN,W,6,3,0,0,0,0,0,NYY,2019,12,1,1,6,1,1
32,MIN,L,3,7,0,0,0,0,1,NYY,2019,12,2,1,6,0.5,1
33,MIN,W,4,1,8,0,0,0,0,NYY,2019,12,3,2,6,0.6666666666666666,1
34,SEA,W,7,3,0,0,0,0,1,NYY,2019,16,1,1,7,1,1
35,SEA,W,5,4,0,1,0,0,1,NYY,2019,16,2,2,7,1,1
36,SEA,L,1,10,0,0,0,0,1,NYY,2019,16,3,2,7,0.6666666666666666,1
37,SEA,W,3,1,0,0,0,0,0,NYY,2019,16,4,3,7,0.75,1
38,TBR,W,4,3,0,0,0,0,1,NYY,2019,18,1,1,19,1,1
39,TBR,L,2,7,0,0,0,0,1,NYY,2019,18,2,1,19,0.5,1
40,TBR,W,7,1,0,0,0,0,0,NYY,2019,18,3,2,19,0.6666666666666666,1
41,BAL,W,5,3,0,0,0,0,1,NYY,2019,2,7,5,19,0.7142857142857143,1
42,BAL,W,3,1,0,0,0,0,1,NYY,2019,2,8,6,19,0.75,1
43,TBR,W,4,3,0,1,0,0,1,NYY,2019,18,4,3,19,0.75,1
44,TBR,L,1,2,11,0,0,1,1,NYY,2019,18,5,3,19,0.6,1
45,TBR,W,13,5,0,0,0,0,0,NYY,2019,18,6,4,19,0.6666666666666666,1
46,BAL,W,10,7,0,0,0,0,1,NYY,2019,2,9,7,19,0.7777777777777778,1
47,BAL,W,11,4,0,0,0,0,1,NYY,2019,2,10,8,19,0.8,1
48,BAL,W,7,5,0,0,0,0,1,NYY,2019,2,11,9,19,0.8181818181818182,1
49,BAL,W,6,5,0,0,0,0,1,NYY,2019,2,12,10,19,0.8333333333333334,1
50,KCR,W,7,3,0,0,0,0,1,NYY,2019,9,5,4,7,0.8,1
51,KCR,W,6,5,0,0,0,0,1,NYY,2019,9,6,5,7,0.8333333333333334,1
52,KCR,L,7,8,10,1,0,1,1,NYY,2019,9,7,5,7,0.7142857142857143,1
53,SDP,W,5,2,0,0,0,0,0,NYY,2019,15,1,1,3,1,1
54,SDP,L,4,5,0,0,0,0,1,NYY,2019,15,2,1,3,0.5,1
55,SDP,W,7,0,0,0,0,0,0,NYY,2019,15,3,2,3,0.6666666666666666,1
56,BOS,W,4,1,0,0,0,0,1,NYY,2019,3,3,3,19,1,1
57,BOS,W,5,3,0,0,0,0,1,NYY,2019,3,4,4,19,1,1
58,BOS,L,5,8,0,0,0,0,1,NYY,2019,3,5,4,19,0.8,1
59,TOR,L,3,4,0,0,0,0,0,NYY,2019,20,1,0,19,0,1
60,TOR,L,7,11,0,0,0,0,0,NYY,2019,20,2,0,19,0,1
61,TOR,W,6,2,0,0,0,0,0,NYY,2019,20,3,1,19,0.3333333333333333,1
62,CLE,L,2,5,0,0,0,0,1,NYY,2019,5,1,0,7,0,0
63,CLE,L,4,8,0,0,0,0,0,NYY,2019,5,2,0,7,0,0
64,CLE,W,7,6,10,0,0,1,0,NYY,2019,5,3,1,7,0.3333333333333333,0
65,NYM,W,12,5,0,0,0,0,1,NYY,2019,13,1,1,4,1,1
66,NYM,L,4,10,0,0,0,0,1,NYY,2019,13,2,1,4,0.5,1
67,CHW,L,4,5,0,0,0,0,0,NYY,2019,4,4,1,7,0.25,0
68,CHW,L,2,10,0,0,0,0,0,NYY,2019,4,5,1,7,0.2,0
69,CHW,W,8,4,0,0,0,0,0,NYY,2019,4,6,2,7,0.3333333333333333,0
70,CHW,W,10,3,0,0,0,0,1,NYY,2019,4,7,3,7,0.42857142857142855,0
71,TBR,W,3,0,0,0,0,0,1,NYY,2019,18,7,5,19,0.7142857142857143,1
72,TBR,W,6,3,0,0,0,0,1,NYY,2019,18,8,6,19,0.75,1
73,TBR,W,12,1,0,0,0,0,1,NYY,2019,18,9,7,19,0.7777777777777778,1
74,HOU,W,10,6,0,0,0,0,1,NYY,2019,8,4,1,7,0.25,0
75,HOU,W,4,1,0,0,0,0,1,NYY,2019,8,5,2,7,0.4,0
76,HOU,W,7,5,0,0,0,0,1,NYY,2019,8,6,3,7,0.5,0
77,HOU,L,4,9,0,0,0,0,1,NYY,2019,8,7,3,7,0.42857142857142855,0
78,TOR,W,10,8,0,0,0,0,0,NYY,2019,20,4,2,19,0.5,1
79,TOR,W,4,3,0,0,0,0,1,NYY,2019,20,5,3,19,0.6,1
80,TOR,W,8,7,0,1,0,0,1,NYY,2019,20,6,4,19,0.6666666666666666,1
81,BOS,W,17,13,0,0,0,0,1,NYY,2019,3,6,5,19,0.8333333333333334,1
82,BOS,W,12,8,0,0,0,0,1,NYY,2019,3,7,6,19,0.8571428571428571,1
83,NYM,L,2,4,0,0,0,0,1,NYY,2019,13,3,1,4,0.3333333333333333,1
84,NYM,W,5,1,0,0,0,0,0,NYY,2019,13,4,2,4,0.5,1
85,TBR,W,8,4,10,0,0,1,1,NYY,2019,18,10,8,19,0.8,1
86,TBR,W,8,4,11,0,0,1,1,NYY,2019,18,11,9,19,0.8181818181818182,1
87,TBR,L,3,4,0,1,0,0,1,NYY,2019,18,12,9,19,0.75,1
88,TBR,L,1,2,0,0,0,0,0,NYY,2019,18,13,9,19,0.6923076923076923,1
89,TOR,W,4,0,0,0,0,0,0,NYY,2019,20,7,5,19,0.7142857142857143,1
90,TOR,L,1,2,0,0,0,0,1,NYY,2019,20,8,5,19,0.625,1
91,TOR,W,4,2,0,0,0,0,0,NYY,2019,20,9,6,19,0.6666666666666666,1
92,TBR,L,4,5,0,0,0,0,1,NYY,2019,18,14,9,19,0.6428571428571429,1
93,TBR,W,8,3,0,0,0,0,0,NYY,2019,18,15,10,19,0.6666666666666666,1
94,TBR,W,6,2,0,0,0,0,1,NYY,2019,18,16,11,19,0.6875,1
95,TBR,W,5,1,0,0,0,0,1,NYY,2019,18,17,12,19,0.7058823529411765,1
96,COL,W,8,2,0,0,0,0,1,NYY,2019,6,1,1,3,1,1
97,COL,W,11,5,0,0,0,0,1,NYY,2019,6,2,2,3,1,1
98,COL,L,4,8,0,0,0,0,1,NYY,2019,6,3,2,3,0.6666666666666666,1
99,MIN,L,6,8,0,0,0,0,0,NYY,2019,12,4,2,6,0.5,1
100,MIN,W,14,12,10,0,0,1,0,NYY,2019,12,5,3,6,0.6,1
101,MIN,W,10,7,0,0,0,0,1,NYY,2019,12,6,4,6,0.6666666666666666,1
102,BOS,L,3,19,0,0,0,0,1,NYY,2019,3,8,6,19,0.75,1
103,BOS,L,5,10,0,0,0,0,0,NYY,2019,3,9,6,19,0.6666666666666666,1
104,BOS,L,5,9,0,0,0,0,0,NYY,2019,3,10,6,19,0.6,1
105,BOS,W,9,6,0,0,0,0,0,NYY,2019,3,11,7,19,0.6363636363636364,1
106,ARI,L,2,4,0,0,0,0,1,NYY,2019,1,3,0,4,0,0
107,ARI,W,7,5,0,0,0,0,0,NYY,2019,1,4,1,4,0.25,0
108,BOS,W,4,2,0,0,0,0,1,NYY,2019,3,12,8,19,0.6666666666666666,1
109,BOS,W,9,2,0,0,0,0,1,NYY,2019,3,13,9,19,0.6923076923076923,1
110,BOS,W,6,4,0,0,0,0,1,NYY,2019,3,14,10,19,0.7142857142857143,1
111,BOS,W,7,4,0,0,0,0,1,NYY,2019,3,15,11,19,0.7333333333333333,1
112,BAL,W,9,6,0,0,0,0,1,NYY,2019,2,13,11,19,0.8461538461538461,1
113,BAL,W,9,4,0,0,0,0,1,NYY,2019,2,14,12,19,0.8571428571428571,1
114,BAL,W,14,2,0,0,0,0,1,NYY,2019,2,15,13,19,0.8666666666666667,1
115,TOR,W,12,6,0,0,0,0,1,NYY,2019,20,10,7,19,0.7,1
116,TOR,L,2,8,0,0,0,0,1,NYY,2019,20,11,7,19,0.6363636363636364,1
117,TOR,L,4,5,0,0,0,0,0,NYY,2019,20,12,7,19,0.5833333333333334,1
118,TOR,W,1,0,0,0,0,0,0,NYY,2019,20,13,8,19,0.6153846153846154,1
119,BAL,W,8,5,0,0,0,0,1,NYY,2019,2,16,14,19,0.875,1
120,BAL,W,11,8,0,0,0,0,1,NYY,2019,2,17,15,19,0.8823529411764706,1
121,BAL,W,8,3,0,0,0,0,1,NYY,2019,2,18,16,19,0.8888888888888888,1
122,BAL,W,6,5,0,0,0,0,1,NYY,2019,2,19,17,19,0.8947368421052632,1
123,CLE,L,5,19,0,0,0,0,1,NYY,2019,5,4,1,7,0.25,0
124,CLE,W,3,2,0,0,0,0,0,NYY,2019,5,5,2,7,0.4,0
125,CLE,W,6,5,0,0,0,0,1,NYY,2019,5,6,3,7,0.5,0
126,CLE,L,4,8,0,0,0,0,1,NYY,2019,5,7,3,7,0.42857142857142855,0
127,OAK,L,2,6,0,0,0,0,0,NYY,2019,14,1,0,6,0,0
128,OAK,L,4,6,0,0,0,0,0,NYY,2019,14,2,0,6,0,0
129,OAK,L,3,5,0,0,0,0,0,NYY,2019,14,3,0,6,0,0
130,LAD,W,10,2,0,0,0,0,0,NYY,2019,11,1,1,3,1,1
131,LAD,L,1,2,0,0,0,0,1,NYY,2019,11,2,1,3,0.5,1
132,LAD,W,5,1,0,0,0,0,0,NYY,2019,11,3,2,3,0.6666666666666666,1
133,SEA,W,5,4,0,0,0,0,1,NYY,2019,16,5,4,7,0.8,1
134,SEA,W,7,0,0,0,0,0,1,NYY,2019,16,6,5,7,0.8333333333333334,1
135,SEA,W,7,3,0,0,0,0,1,NYY,2019,16,7,6,7,0.8571428571428571,1
136,OAK,L,2,8,0,0,0,0,1,NYY,2019,14,4,0,6,0,0
137,OAK,W,4,3,11,1,0,1,0,NYY,2019,14,5,1,6,0.2,0
138,OAK,W,5,4,0,1,0,0,1,NYY,2019,14,6,2,6,0.3333333333333333,0
139,TEX,L,0,7,0,0,0,0,1,NYY,2019,19,1,0,6,0,1
140,TEX,W,10,1,0,0,0,0,0,NYY,2019,19,2,1,6,0.5,1
141,TEX,W,4,1,0,0,0,0,1,NYY,2019,19,3,2,6,0.6666666666666666,1
142,BOS,L,1,6,0,0,0,0,1,NYY,2019,3,16,11,19,0.6875,1
143,BOS,W,5,1,0,0,0,0,0,NYY,2019,3,17,12,19,0.7058823529411765,1
144,BOS,W,10,5,0,0,0,0,1,NYY,2019,3,18,13,19,0.7222222222222222,1
145,BOS,W,5,0,0,0,0,0,1,NYY,2019,3,19,14,19,0.7368421052631579,1
146,DET,L,11,12,0,1,0,0,1,NYY,2019,7,4,1,6,0.25,1
147,DET,W,10,4,0,0,0,0,0,NYY,2019,7,5,2,6,0.4,1
148,DET,W,6,4,0,0,0,0,1,NYY,2019,7,6,3,6,0.5,1
149,TOR,L,5,6,12,1,0,1,1,NYY,2019,20,14,8,19,0.5714285714285714,1
150,TOR,W,13,3,0,0,0,0,0,NYY,2019,20,15,9,19,0.6,1
151,TOR,L,4,6,0,0,0,0,1,NYY,2019,20,16,9,19,0.5625,1
152,LAA,W,8,0,0,0,0,0,0,NYY,2019,10,5,4,7,0.8,1
153,LAA,L,2,3,0,0,0,0,1,NYY,2019,10,6,4,7,0.6666666666666666,1
154,LAA,W,9,1,0,0,0,0,0,NYY,2019,10,7,5,7,0.7142857142857143,1
155,TOR,L,3,4,0,0,0,0,1,NYY,2019,20,17,9,19,0.5294117647058824,1
156,TOR,W,7,2,0,0,0,0,0,NYY,2019,20,18,10,19,0.5555555555555556,1
157,TOR,W,8,3,0,0,0,0,1,NYY,2019,20,19,11,19,0.5789473684210527,1
158,TBR,L,1,2,12,1,0,1,1,NYY,2019,18,18,12,19,0.6666666666666666,1
159,TBR,L,0,4,0,0,0,0,0,NYY,2019,18,19,12,19,0.631578947368421,1
160,TEX,W,14,7,0,0,0,0,0,NYY,2019,19,4,3,6,0.75,1
161,TEX,L,4,9,0,0,0,0,1,NYY,2019,19,5,3,6,0.6,1
162,TEX,L,1,6,0,0,0,0,0,NYY,2019,19,6,3,6,0.5,1
1,BOS,W,6,5,11,1,0,1,0,NYY,2022,2,1,1,19,1,1
2,BOS,W,4,2,0,0,0,0,1,NYY,2022,2,2,2,19,1,1
3,BOS,L,3,4,0,0,0,0,1,NYY,2022,2,3,2,19,0.6666666666666666,1
4,TOR,L,0,3,0,0,0,0,0,NYY,2022,20,1,0,19,0,1
5,TOR,W,4,0,0,0,0,0,0,NYY,2022,20,2,1,19,0.5,1
6,TOR,L,4,6,0,0,0,0,1,NYY,2022,20,3,1,19,0.3333333333333333,1
7,TOR,W,3,0,0,0,0,0,0,NYY,2022,20,4,2,19,0.5,1
8,BAL,L,1,2,11,1,0,1,1,NYY,2022,1,1,0,19,0,1
9,BAL,W,5,2,0,0,0,0,0,NYY,2022,1,2,1,19,0.5,1
10,BAL,L,0,5,0,0,0,0,1,NYY,2022,1,3,1,19,0.3333333333333333,1
11,DET,W,4,2,0,0,0,0,0,NYY,2022,7,1,1,6,1,1
12,DET,W,5,3,0,0,0,0,1,NYY,2022,7,2,2,6,1,1
13,DET,L,0,3,0,0,0,0,1,NYY,2022,7,3,2,6,0.6666666666666666,1
14,CLE,W,4,1,0,0,0,0,0,NYY,2022,6,1,1,6,1,1
15,CLE,W,5,4,0,1,0,0,1,NYY,2022,6,2,2,6,1,1
16,CLE,W,10,2,0,0,0,0,1,NYY,2022,6,3,3,6,1,1
17,BAL,W,12,8,0,0,0,0,1,NYY,2022,1,4,2,19,0.5,1
18,BAL,W,5,2,0,0,0,0,1,NYY,2022,1,5,3,19,0.6,1
19,BAL,W,10,5,0,0,0,0,1,NYY,2022,1,6,4,19,0.6666666666666666,1
20,KCR,W,12,2,8,0,0,0,1,NYY,2022,9,1,1,7,1,1
21,KCR,W,3,0,0,0,0,0,1,NYY,2022,9,2,2,7,1,1
22,KCR,W,6,4,0,0,0,0,1,NYY,2022,9,3,3,7,1,1
23,TOR,W,3,2,0,0,0,0,1,NYY,2022,20,5,3,19,0.6,1
24,TOR,W,9,1,0,0,0,0,1,NYY,2022,20,6,4,19,0.6666666666666666,1
25,TOR,L,1,2,0,0,0,0,1,NYY,2022,20,7,4,19,0.5714285714285714,1
26,TEX,W,2,1,0,1,0,0,0,NYY,2022,19,1,1,7,1,1
27,TEX,L,2,4,0,0,0,0,1,NYY,2022,19,2,1,7,0.5,1
28,TEX,W,1,0,0,0,0,0,0,NYY,2022,19,3,2,7,0.6666666666666666,1
29,TOR,W,6,5,0,1,0,0,1,NYY,2022,20,8,5,19,0.625,1
30,TOR,W,5,3,0,0,0,0,1,NYY,2022,20,9,6,19,0.6666666666666666,1
31,CHW,W,15,7,0,0,0,0,1,NYY,2022,4,1,1,7,1,1
32,CHW,W,10,4,0,0,0,0,1,NYY,2022,4,2,2,7,1,1
33,CHW,L,2,3,0,1,0,0,1,NYY,2022,4,3,2,7,0.6666666666666666,1
34,CHW,W,5,1,0,0,0,0,0,NYY,2022,4,4,3,7,0.75,1
35,BAL,W,6,2,0,0,0,0,1,NYY,2022,1,7,5,19,0.7142857142857143,1
36,BAL,W,5,4,0,0,0,0,1,NYY,2022,1,8,6,19,0.75,1
37,BAL,W,3,2,0,0,0,0,1,NYY,2022,1,9,7,19,0.7777777777777778,1
38,BAL,L,6,9,0,1,0,0,1,NYY,2022,1,10,7,19,0.7,1
39,CHW,W,7,5,0,0,0,0,0,NYY,2022,4,5,4,7,0.8,1
40,CHW,L,1,3,0,0,0,0,1,NYY,2022,4,6,4,7,0.6666666666666666,1
41,CHW,L,0,5,0,0,0,0,0,NYY,2022,4,7,4,7,0.5714285714285714,1
42,BAL,L,4,6,0,0,0,0,0,NYY,2022,1,11,7,19,0.6363636363636364,1
43,BAL,W,7,6,11,1,0,1,0,NYY,2022,1,12,8,19,0.6666666666666666,1
44,BAL,W,2,0,0,0,0,0,1,NYY,2022,1,13,9,19,0.6923076923076923,1
45,TBR,W,7,2,0,0,0,0,1,NYY,2022,18,1,1,19,1,1
46,TBR,W,2,0,0,0,0,0,1,NYY,2022,18,2,2,19,1,1
47,TBR,L,1,3,0,0,0,0,1,NYY,2022,18,3,2,19,0.6666666666666666,1
48,TBR,L,2,4,0,0,0,0,0,NYY,2022,18,4,2,19,0.5,1
