gm_number,wins,losses,division_rank,gb,c_li,streak,games_back,win_per,win_streak,losing_streak,team,season
49,26,23,3,2.5,1.12,--,-2.5,0.5306122448979592,0,2,NYY,2012
50,27,23,3,1.5,1.07,+,-1.5,0.54,1,0,NYY,2012
51,28,23,3,1.5,1.17,++,-1.5,0.5490196078431373,2,0,NYY,2012
52,28,24,3,1.5,1.22,-,-1.5,0.5384615384615384,0,1,NYY,2012
53,29,24,3,1.5,1.21,+,-1.5,0.5471698113207547,1,0,NYY,2012
54,30,24,3,0.5,1.46,++,-0.5,0.5555555555555556,2,0,NYY,2012
55,31,24,2,0.5,1.50,+++,-0.5,0.5636363636363636,3,0,NYY,2012
56,31,25,3,0.5,1.51,-,-0.5,0.5535714285714286,0,1,NYY,2012
57,32,25,2,0.5,1.25,+,-0.5,0.5614035087719298,1,0,NYY,2012
58,33,25,2,0.5,1.24,++,-0.5,0.5689655172413793,2,0,NYY,2012
59,34,25,2,0.5,1.32,+++,-0.5,0.576271186440678,3,0,NYY,2012
60,35,25,1,Tied,1.29,++++,0,0.5833333333333334,4,0,NYY,2012
61,36,25,1,up 1.0,1.32,+++++,1,0.5901639344262295,5,0,NYY,2012
62,37,25,1,up 1.0,1.33,++++++,1,0.5967741935483871,6,0,NYY,2012
63,38,25,1,up 1.5,1.28,+++++++,1.5,0.6031746031746031,7,0,NYY,2012
64,39,25,1,up 1.5,1.29,++++++++,1.5,0.609375,8,0,NYY,2012
65,40,25,1,up 1.5,1.32,+++++++++,1.5,0.6153846153846154,9,0,NYY,2012
66,41,25,1,up 2.5,1.33,++++++++++,2.5,0.6212121212121212,10,0,NYY,2012
67,41,26,1,up 2.5,1.25,-,2.5,0.6119402985074627,0,1,NYY,2012
68,41,27,1,up 2.5,1.29,--,2.5,0.6029411764705882,0,2,NYY,2012
69,41,28,1,up 1.5,1.36,---,1.5,0.5942028985507246,0,3,NYY,2012
70,42,28,1,up 2.5,1.36,+,2.5,0.6,1,0,NYY,2012
71,43,28,1,up 2.5,1.33,++,2.5,0.6056338028169014,2,0,NYY,2012
72,44,28,1,up 3.0,1.42,+++,3,0.6111111111111112,3,0,NYY,2012
73,45,28,1,up 4.0,1.33,++++,4,0.6164383561643836,4,0,NYY,2012
74,46,28,1,up 5.0,1.25,+++++,5,0.6216216216216216,5,0,NYY,2012
75,46,29,1,up 5.0,1.19,-,5,0.6133333333333333,0,1,NYY,2012
76,46,30,1,up 4.0,1.30,--,4,0.6052631578947368,0,2,NYY,2012
77,47,30,1,up 5.0,1.36,+,5,0.6103896103896104,1,0,NYY,2012
78,48,30,1,up 6.0,1.36,++,6,0.6153846153846154,2,0,NYY,2012
79,48,31,1,up 6.0,1.45,-,6,0.6075949367088608,0,1,NYY,2012
80,48,32,1,up 5.0,1.51,--,5,0.6,0,2,NYY,2012
81,49,32,1,up 5.0,1.63,+,5,0.6049382716049383,1,0,NYY,2012
82,50,32,1,up 5.5,1.44,++,5.5,0.6097560975609756,2,0,NYY,2012
83,51,32,1,up 6.0,1.30,+++,6,0.6144578313253012,3,0,NYY,2012
84,51,33,1,up 6.0,1.19,-,6,0.6071428571428571,0,1,NYY,2012
85,52,33,1,up 7.0,1.29,+,7,0.611764705882353,1,0,NYY,2012
86,53,33,1,up 8.0,1.11,++,8,0.6162790697674418,2,0,NYY,2012
87,54,33,1,up 8.0,1.05,+++,8,0.6206896551724138,3,0,NYY,2012
88,54,34,1,up 8.0,.95,-,8,0.6136363636363636,0,1,NYY,2012
89,55,34,1,up 9.0,1.13,+,9,0.6179775280898876,1,0,NYY,2012
90,56,34,1,up 9.5,1.05,++,9.5,0.6222222222222222,2,0,NYY,2012
91,57,34,1,up10.0,.87,+++,10,0.6263736263736264,3,0,NYY,2012
92,57,35,1,up 9.0,.70,-,9,0.6195652173913043,0,1,NYY,2012
93,57,36,1,up 8.0,.82,--,8,0.6129032258064516,0,2,NYY,2012
94,57,37,1,up 7.0,.93,---,7,0.6063829787234043,0,3,NYY,2012
95,57,38,1,up 6.0,1.00,----,6,0.6,0,4,NYY,2012
96,58,38,1,up 7.0,1.06,+,7,0.6041666666666666,1,0,NYY,2012
97,58,39,1,up 7.0,.95,-,7,0.5979381443298969,0,1,NYY,2012
98,59,39,1,up 8.0,1.02,+,8,0.6020408163265306,1,0,NYY,2012
99,60,39,1,up 8.5,1.00,++,8.5,0.6060606060606061,2,0,NYY,2012
100,60,40,1,up 8.5,.82,-,8.5,0.6,0,1,NYY,2012
101,60,41,1,up 7.5,.97,--,7.5,0.594059405940594,0,2,NYY,2012
102,60,42,1,up 6.5,1.26,---,6.5,0.5882352941176471,0,3,NYY,2012
103,60,43,1,up 5.5,1.52,----,5.5,0.5825242718446602,0,4,NYY,2012
104,61,43,1,up 6.5,1.73,+,6.5,0.5865384615384616,1,0,NYY,2012
105,62,43,1,up 6.5,1.22,++,6.5,0.5904761904761905,2,0,NYY,2012
106,62,44,1,up 6.5,1.04,-,6.5,0.5849056603773585,0,1,NYY,2012
107,63,44,1,up 6.5,1.13,+,6.5,0.5887850467289719,1,0,NYY,2012
108,63,45,1,up 5.5,1.14,-,5.5,0.5833333333333334,0,1,NYY,2012
109,63,46,1,up 4.5,1.26,--,4.5,0.5779816513761468,0,2,NYY,2012
110,64,46,1,up 4.5,1.42,+,4.5,0.5818181818181818,1,0,NYY,2012
111,65,46,1,up 5.5,1.33,++,5.5,0.5855855855855856,2,0,NYY,2012
112,66,46,1,up 5.5,1.18,+++,5.5,0.5892857142857143,3,0,NYY,2012
113,67,46,1,up 6.0,1.11,++++,6,0.5929203539823009,4,0,NYY,2012
114,67,47,1,up 5.0,.89,-,5,0.5877192982456141,0,1,NYY,2012
115,68,47,1,up 5.0,1.11,+,5,0.591304347826087,1,0,NYY,2012
116,69,47,1,up 6.0,1.07,++,6,0.5948275862068966,2,0,NYY,2012
117,70,47,1,up 6.0,.97,+++,6,0.5982905982905983,3,0,NYY,2012
118,70,48,1,up 6.0,.89,-,6,0.5932203389830508,0,1,NYY,2012
119,71,48,1,up 6.0,.96,+,6,0.5966386554621849,1,0,NYY,2012
120,71,49,1,up 5.0,.84,-,5,0.5916666666666667,0,1,NYY,2012
121,72,49,1,up 5.0,1.02,+,5,0.5950413223140496,1,0,NYY,2012
122,72,50,1,up 4.0,1.03,-,4,0.5901639344262295,0,1,NYY,2012
123,72,51,1,up 4.0,1.11,--,4,0.5853658536585366,0,2,NYY,2012
124,72,52,1,up 3.0,1.23,---,3,0.5806451612903226,0,3,NYY,2012
125,73,52,1,up 3.5,1.44,+,3.5,0.584,1,0,NYY,2012
126,73,53,1,up 3.5,1.28,-,3.5,0.5793650793650794,0,1,NYY,2012
127,74,53,1,up 4.0,1.45,+,4,0.5826771653543307,1,0,NYY,2012
128,74,54,1,up 3.5,1.32,-,3.5,0.578125,0,1,NYY,2012
129,75,54,1,up 3.5,1.46,+,3.5,0.5813953488372093,1,0,NYY,2012
130,75,55,1,up 3.5,1.30,-,3.5,0.5769230769230769,0,1,NYY,2012
131,75,56,1,up 2.0,2.19,--,2,0.5725190839694656,0,2,NYY,2012
132,76,56,1,up 3.0,2.68,+,3,0.5757575757575758,1,0,NYY,2012
133,76,57,1,up 2.0,2.48,-,2,0.5714285714285714,0,1,NYY,2012
134,76,58,1,up 1.0,2.53,--,1,0.5671641791044776,0,2,NYY,2012
135,76,59,1,Tied,2.84,---,0,0.562962962962963,0,3,NYY,2012
136,77,59,1,up 1.0,3.04,+,1,0.5661764705882353,1,0,NYY,2012
137,77,60,1,Tied,3.13,-,0,0.5620437956204379,0,1,NYY,2012
138,78,60,1,up 1.0,3.39,+,1,0.5652173913043478,1,0,NYY,2012
139,78,61,1,Tied,3.31,-,0,0.5611510791366906,0,1,NYY,2012
140,79,61,1,up 1.0,3.72,+,1,0.5642857142857143,1,0,NYY,2012
141,79,62,1,Tied,2.52,-,0,0.5602836879432624,0,1,NYY,2012
142,80,62,1,Tied,2.60,+,0,0.5633802816901409,1,0,NYY,2012
143,81,62,1,Tied,2.50,++,0,0.5664335664335665,2,0,NYY,2012
144,81,63,1,Tied,2.76,-,0,0.5625,0,1,NYY,2012
145,82,63,1,up 1.0,3.38,+,1,0.5655172413793104,1,0,NYY,2012
146,83,63,1,up 1.0,2.84,++,1,0.5684931506849316,2,0,NYY,2012
147,84,63,1,up 0.5,2.49,+++,0.5,0.5714285714285714,3,0,NYY,2012
148,85,63,1,up 0.5,2.34,++++,0.5,0.5743243243243243,4,0,NYY,2012
149,86,63,1,up 1.0,2.18,+++++,1,0.5771812080536913,5,0,NYY,2012
150,87,63,1,up 1.0,2.06,++++++,1,0.58,6,0,NYY,2012
151,88,63,1,up 1.0,2.05,+++++++,1,0.5827814569536424,7,0,NYY,2012
152,88,64,1,up 1.0,1.99,-,1,0.5789473684210527,0,1,NYY,2012
153,89,64,1,up 1.5,2.18,+,1.5,0.5816993464052288,1,0,NYY,2012
154,89,65,1,up 1.5,1.91,-,1.5,0.577922077922078,0,1,NYY,2012
155,90,65,1,up 1.5,2.09,+,1.5,0.5806451612903226,1,0,NYY,2012
156,90,66,1,up 1.0,1.99,-,1,0.5769230769230769,0,1,NYY,2012
157,91,66,1,up 1.0,2.45,+,1,0.5796178343949044,1,0,NYY,2012
158,91,67,1,Tied,2.35,-,0,0.5759493670886076,0,1,NYY,2012
159,92,67,1,Tied,3.29,+,0,0.5786163522012578,1,0,NYY,2012
160,93,67,1,up 1.0,3.68,++,1,0.58125,2,0,NYY,2012
161,94,67,1,up 1.0,2.64,+++,1,0.5838509316770186,3,0,NYY,2012
162,95,67,1,up 2.0,2.78,++++,2,0.5864197530864198,4,0,NYY,2012
1,0,1,5,1.0,1.07,-,-1,0,0,1,NYY,2013
2,0,2,4,2.0,1.02,--,-2,0,0,2,NYY,2013
3,1,2,3,1.0,1.02,+,-1,0.3333333333333333,1,0,NYY,2013
4,1,3,4,2.0,.89,-,-2,0.25,0,1,NYY,2013
5,1,4,5,2.0,.83,--,-2,0.2,0,2,NYY,2013
6,2,4,4,2.0,.85,+,-2,0.3333333333333333,1,0,NYY,2013
7,3,4,2,2.0,.90,++,-2,0.42857142857142855,2,0,NYY,2013
8,4,4,2,1.5,.94,+++,-1.5,0.5,3,0,NYY,2013
9,5,4,1,Tied,1.09,++++,0,0.5555555555555556,4,0,NYY,2013
10,5,5,3,1.0,1.15,-,-1,0.5,0,1,NYY,2013
11,6,5,2,1.0,1.11,+,-1,0.5454545454545454,1,0,NYY,2013
12,7,5,2,1.5,.96,++,-1.5,0.5833333333333334,2,0,NYY,2013
13,8,5,2,1.5,1.00,+++,-1.5,0.6153846153846154,3,0,NYY,2013
14,8,6,2,2.5,1.03,-,-2.5,0.5714285714285714,0,1,NYY,2013
15,9,6,2,2.0,1.13,+,-2,0.6,1,0,NYY,2013
16,10,6,2,2.0,1.15,++,-2,0.625,2,0,NYY,2013
17,10,7,2,1.5,1.19,-,-1.5,0.5882352941176471,0,1,NYY,2013
18,10,8,3,2.5,1.20,--,-2.5,0.5555555555555556,0,2,NYY,2013
19,11,8,3,1.5,1.13,+,-1.5,0.5789473684210527,1,0,NYY,2013
20,11,9,3,2.5,1.18,-,-2.5,0.55,0,1,NYY,2013
21,12,9,3,2.5,1.10,+,-2.5,0.5714285714285714,1,0,NYY,2013
22,13,9,3,2.5,1.16,++,-2.5,0.5909090909090909,2,0,NYY,2013
23,14,9,3,2.5,1.13,+++,-2.5,0.6086956521739131,3,0,NYY,2013
24,15,9,2,2.5,1.14,++++,-2.5,0.625,4,0,NYY,2013
25,15,10,2,3.0,1.11,-,-3,0.6,0,1,NYY,2013
26,16,10,2,2.0,1.13,+,-2,0.6153846153846154,1,0,NYY,2013
27,17,10,2,2.0,1.13,++,-2,0.6296296296296297,2,0,NYY,2013
28,17,11,2,2.5,1.13,-,-2.5,0.6071428571428571,0,1,NYY,2013
29,18,11,2,1.5,1.13,+,-1.5,0.6206896551724138,1,0,NYY,2013
30,18,12,2,1.5,1.13,-,-1.5,0.6,0,1,NYY,2013
31,18,13,3,2.0,1.09,--,-2,0.5806451612903226,0,2,NYY,2013
32,19,13,3,1.0,1.07,+,-1,0.59375,1,0,NYY,2013
33,20,13,1,Tied,1.13,++,0,0.6060606060606061,2,0,NYY,2013
34,21,13,1,Tied,1.22,+++,0,0.6176470588235294,3,0,NYY,2013
35,22,13,1,up 1.0,1.32,++++,1,0.6285714285714286,4,0,NYY,2013
36,23,13,1,up 1.0,1.26,+++++,1,0.6388888888888888,5,0,NYY,2013
37,23,14,1,up 1.0,1.29,-,1,0.6216216216216216,0,1,NYY,2013
38,24,14,1,up 1.0,1.27,+,1,0.631578947368421,1,0,NYY,2013
39,25,14,1,up 2.0,1.28,++,2,0.6410256410256411,2,0,NYY,2013
40,25,15,1,up 2.0,1.32,-,2,0.625,0,1,NYY,2013
41,25,16,1,up 1.0,1.29,--,1,0.6097560975609756,0,2,NYY,2013
42,26,16,1,up 1.0,1.28,+,1,0.6190476190476191,1,0,NYY,2013
43,27,16,1,up 1.0,1.30,++,1,0.627906976744186,2,0,NYY,2013
44,28,16,1,up 1.5,1.43,+++,1.5,0.6363636363636364,3,0,NYY,2013
45,28,17,1,up 1.5,1.45,-,1.5,0.6222222222222222,0,1,NYY,2013
46,28,18,1,up 0.5,1.51,--,0.5,0.6086956521739131,0,2,NYY,2013
47,29,18,1,up 1.0,1.46,+,1,0.6170212765957447,1,0,NYY,2013
48,30,18,1,up 1.0,1.40,++,1,0.625,2,0,NYY,2013
49,30,19,1,Tied,1.39,-,0,0.6122448979591837,0,1,NYY,2013
50,30,20,2,1.0,1.24,--,-1,0.6,0,2,NYY,2013
51,30,21,2,1.0,1.26,---,-1,0.5882352941176471,0,3,NYY,2013
52,30,22,2,1.0,1.28,----,-1,0.5769230769230769,0,4,NYY,2013
53,30,23,2,2.0,1.26,-----,-2,0.5660377358490566,0,5,NYY,2013
54,31,23,2,1.0,1.53,+,-1,0.5740740740740741,1,0,NYY,2013
55,31,24,2,2.0,1.52,-,-2,0.5636363636363636,0,1,NYY,2013
56,31,25,3,3.0,1.54,--,-3,0.5535714285714286,0,2,NYY,2013
57,32,25,2,2.5,1.23,+,-2.5,0.5614035087719298,1,0,NYY,2013
58,33,25,2,2.5,1.23,++,-2.5,0.5689655172413793,2,0,NYY,2013
59,34,25,2,1.5,1.26,+++,-1.5,0.576271186440678,3,0,NYY,2013
60,35,25,2,1.5,1.27,++++,-1.5,0.5833333333333334,4,0,NYY,2013
61,35,26,2,2.0,1.29,-,-2,0.5737704918032787,0,1,NYY,2013
62,36,26,2,1.5,1.27,+,-1.5,0.5806451612903226,1,0,NYY,2013
63,37,26,2,1.5,1.27,++,-1.5,0.5873015873015873,2,0,NYY,2013
64,37,27,2,2.0,1.38,-,-2,0.578125,0,1,NYY,2013
65,37,28,2,3.0,1.33,--,-3,0.5692307692307692,0,2,NYY,2013
66,37,29,3,3.0,1.31,---,-3,0.5606060606060606,0,3,NYY,2013
67,37,30,3,3.0,1.29,----,-3,0.5522388059701493,0,4,NYY,2013
68,37,31,3,4.0,1.25,-----,-4,0.5441176470588235,0,5,NYY,2013
69,38,31,3,3.0,1.20,+,-3,0.5507246376811594,1,0,NYY,2013
70,39,31,3,3.5,1.20,++,-3.5,0.5571428571428572,2,0,NYY,2013
71,39,32,3,3.5,1.22,-,-3.5,0.5492957746478874,0,1,NYY,2013
72,39,33,3,3.5,1.36,--,-3.5,0.5416666666666666,0,2,NYY,2013
73,40,33,3,3.5,1.37,+,-3.5,0.547945205479452,1,0,NYY,2013
74,41,33,3,2.5,1.39,++,-2.5,0.5540540540540541,2,0,NYY,2013
75,41,34,3,2.5,1.45,-,-2.5,0.5466666666666666,0,1,NYY,2013
76,42,34,2,2.5,1.37,+,-2.5,0.5526315789473685,1,0,NYY,2013
77,42,35,2,3.5,1.39,-,-3.5,0.5454545454545454,0,1,NYY,2013
78,42,36,3,4.5,1.35,--,-4.5,0.5384615384615384,0,2,NYY,2013
79,42,37,3,5.5,1.46,---,-5.5,0.5316455696202531,0,3,NYY,2013
80,42,38,3,5.5,1.36,----,-5.5,0.525,0,4,NYY,2013
81,42,39,4,6.5,1.29,-----,-6.5,0.5185185185185185,0,5,NYY,2013
82,43,39,4,6.0,.97,+,-6,0.524390243902439,1,0,NYY,2013
83,44,39,4,6.0,1.04,++,-6,0.5301204819277109,2,0,NYY,2013
84,45,39,3,6.0,1.11,+++,-6,0.5357142857142857,3,0,NYY,2013
85,46,39,3,6.0,1.12,++++,-6,0.5411764705882353,4,0,NYY,2013
86,47,39,3,6.0,1.44,+++++,-6,0.5465116279069767,5,0,NYY,2013
87,48,39,2,5.0,1.42,++++++,-5,0.5517241379310345,6,0,NYY,2013
88,48,40,4,5.0,1.52,-,-5,0.5454545454545454,0,1,NYY,2013
89,48,41,4,5.0,1.23,--,-5,0.5393258426966292,0,2,NYY,2013
90,48,42,4,6.0,1.21,---,-6,0.5333333333333333,0,3,NYY,2013
91,49,42,4,6.0,1.04,+,-6,0.5384615384615384,1,0,NYY,2013
92,50,42,4,6.0,1.12,++,-6,0.5434782608695652,2,0,NYY,2013
93,51,42,4,6.0,1.13,+++,-6,0.5483870967741935,3,0,NYY,2013
94,51,43,4,6.0,1.17,-,-6,0.5425531914893617,0,1,NYY,2013
95,51,44,4,6.0,1.10,--,-6,0.5368421052631579,0,2,NYY,2013
96,51,45,4,7.0,1.32,---,-7,0.53125,0,3,NYY,2013
97,52,45,4,6.0,1.14,+,-6,0.5360824742268041,1,0,NYY,2013
98,52,46,4,7.0,1.25,-,-7,0.5306122448979592,0,1,NYY,2013
99,52,47,4,7.0,.99,--,-7,0.5252525252525253,0,2,NYY,2013
100,53,47,4,7.0,.92,+,-7,0.53,1,0,NYY,2013
101,53,48,4,7.0,1.02,-,-7,0.5247524752475248,0,1,NYY,2013
102,54,48,4,6.5,.98,+,-6.5,0.5294117647058824,1,0,NYY,2013
103,54,49,4,7.0,1.17,-,-7,0.5242718446601942,0,1,NYY,2013
104,54,50,4,8.0,.99,--,-8,0.5192307692307693,0,2,NYY,2013
105,55,50,4,7.5,.85,+,-7.5,0.5238095238095238,1,0,NYY,2013
106,55,51,4,8.5,.81,-,-8.5,0.5188679245283019,0,1,NYY,2013
107,56,51,4,8.0,.61,+,-8,0.5233644859813084,1,0,NYY,2013
108,56,52,4,8.5,.69,-,-8.5,0.5185185185185185,0,1,NYY,2013
109,57,52,4,8.5,.59,+,-8.5,0.5229357798165137,1,0,NYY,2013
110,57,53,4,9.5,.68,-,-9.5,0.5181818181818182,0,1,NYY,2013
111,57,54,4,9.5,.55,--,-9.5,0.5135135135135135,0,2,NYY,2013
112,57,55,4,10.5,.48,---,-10.5,0.5089285714285714,0,3,NYY,2013
113,57,56,4,11.5,.38,----,-11.5,0.504424778761062,0,4,NYY,2013
114,58,56,4,10.0,.30,+,-10,0.5087719298245614,1,0,NYY,2013
115,58,57,4,11.0,.38,-,-11,0.5043478260869565,0,1,NYY,2013
116,59,57,4,10.0,.31,+,-10,0.5086206896551724,1,0,NYY,2013
117,60,57,4,9.5,.34,++,-9.5,0.5128205128205128,2,0,NYY,2013
118,61,57,4,9.5,.43,+++,-9.5,0.5169491525423728,3,0,NYY,2013
119,62,57,4,8.5,.53,++++,-8.5,0.5210084033613446,4,0,NYY,2013
120,62,58,4,8.5,.62,-,-8.5,0.5166666666666667,0,1,NYY,2013
121,63,58,4,7.5,.58,+,-7.5,0.5206611570247934,1,0,NYY,2013
122,63,59,4,8.5,.78,-,-8.5,0.5163934426229508,0,1,NYY,2013
123,64,59,4,7.5,.60,+,-7.5,0.5203252032520326,1,0,NYY,2013
124,65,59,4,6.5,.55,++,-6.5,0.5241935483870968,2,0,NYY,2013
125,66,59,4,6.5,.65,+++,-6.5,0.528,3,0,NYY,2013
126,67,59,4,6.5,.76,++++,-6.5,0.5317460317460317,4,0,NYY,2013
127,68,59,4,6.0,.84,+++++,-6,0.5354330708661418,5,0,NYY,2013
128,68,60,4,6.0,1.29,-,-6,0.53125,0,1,NYY,2013
129,68,61,4,7.0,1.08,--,-7,0.5271317829457365,0,2,NYY,2013
130,69,61,4,7.0,.78,+,-7,0.5307692307692308,1,0,NYY,2013
131,69,62,4,7.5,.83,-,-7.5,0.5267175572519084,0,1,NYY,2013
132,70,62,4,7.5,.66,+,-7.5,0.5303030303030303,1,0,NYY,2013
133,70,63,4,8.5,.85,-,-8.5,0.5263157894736842,0,1,NYY,2013
134,71,63,4,8.0,.74,+,-8,0.5298507462686567,1,0,NYY,2013
135,72,63,3,8.0,.91,++,-8,0.5333333333333333,2,0,NYY,2013
136,72,64,4,9.0,1.08,-,-9,0.5294117647058824,0,1,NYY,2013
137,73,64,4,8.0,.76,+,-8,0.5328467153284672,1,0,NYY,2013
138,74,64,3,8.0,.94,++,-8,0.5362318840579711,2,0,NYY,2013
139,75,64,3,8.0,1.05,+++,-8,0.539568345323741,3,0,NYY,2013
140,75,65,3,9.0,1.22,-,-9,0.5357142857142857,0,1,NYY,2013
141,75,66,4,10.0,.99,--,-10,0.5319148936170213,0,2,NYY,2013
142,75,67,4,11.0,.77,---,-11,0.528169014084507,0,3,NYY,2013
143,76,67,4,10.0,.58,+,-10,0.5314685314685315,1,0,NYY,2013
144,76,68,4,10.5,.88,-,-10.5,0.5277777777777778,0,1,NYY,2013
145,77,68,4,10.5,.66,+,-10.5,0.5310344827586206,1,0,NYY,2013
146,78,68,3,10.5,1.03,++,-10.5,0.5342465753424658,2,0,NYY,2013
147,79,68,3,9.5,1.50,+++,-9.5,0.5374149659863946,3,0,NYY,2013
148,79,69,3,10.5,1.40,-,-10.5,0.5337837837837838,0,1,NYY,2013
149,79,70,3,11.5,1.18,--,-11.5,0.5302013422818792,0,2,NYY,2013
150,79,71,4,12.5,.91,---,-12.5,0.5266666666666666,0,3,NYY,2013
151,79,72,4,12.5,.77,----,-12.5,0.5231788079470199,0,4,NYY,2013
152,80,72,4,11.5,.43,+,-11.5,0.5263157894736842,1,0,NYY,2013
153,80,73,4,12.5,.68,-,-12.5,0.5228758169934641,0,1,NYY,2013
154,81,73,4,12.5,.36,+,-12.5,0.525974025974026,1,0,NYY,2013
155,82,73,3,11.5,.49,++,-11.5,0.5290322580645161,2,0,NYY,2013
156,82,74,3,12.5,.49,-,-12.5,0.5256410256410257,0,1,NYY,2013
157,82,75,3,12.5,.09,--,-12.5,0.5222929936305732,0,2,NYY,2013
158,82,76,3,13.5,.00,---,-13.5,0.5189873417721519,0,3,NYY,2013
159,82,77,4,14.0,.00,----,-14,0.5157232704402516,0,4,NYY,2013
160,83,77,3,14.0,.00,+,-14,0.51875,1,0,NYY,2013
161,84,77,3,13.0,.00,++,-13,0.5217391304347826,2,0,NYY,2013
162,85,77,3,12.0,.00,+++,-12,0.5246913580246914,3,0,NYY,2013
1,0,1,4,1.0,.98,-,-1,0,0,1,NYY,2014
2,0,2,5,1.5,.89,--,-1.5,0,0,2,NYY,2014
3,1,2,4,1.0,.90,+,-1,0.3333333333333333,1,0,NYY,2014
4,2,2,2,0.5,1.06,++,-0.5,0.5,2,0,NYY,2014
5,2,3,3,1.5,1.08,-,-1.5,0.4,0,1,NYY,2014
6,3,3,2,0.5,1.08,+,-0.5,0.5,1,0,NYY,2014
7,4,3,1,up 0.5,1.14,++,0.5,0.5714285714285714,2,0,NYY,2014
8,4,4,2,0.5,1.21,-,-0.5,0.5,0,1,NYY,2014
9,4,5,3,1.0,1.07,--,-1,0.4444444444444444,0,2,NYY,2014
10,5,5,1,Tied,1.09,+,0,0.5,1,0,NYY,2014
11,5,6,3,1.0,1.12,-,-1,0.45454545454545453,0,1,NYY,2014
12,6,6,2,1.0,1.02,+,-1,0.5,1,0,NYY,2014
13,7,6,1,Tied,1.08,++,0,0.5384615384615384,2,0,NYY,2014
14,8,6,1,up 0.5,1.00,+++,0.5,0.5714285714285714,3,0,NYY,2014
15,9,6,1,up 0.5,1.07,++++,0.5,0.6,4,0,NYY,2014
16,10,6,1,up 2.0,1.21,+++++,2,0.625,5,0,NYY,2014
17,10,7,1,up 1.0,1.28,-,1,0.5882352941176471,0,1,NYY,2014
18,10,8,1,Tied,1.26,--,0,0.5555555555555556,0,2,NYY,2014
19,11,8,1,up 1.0,1.21,+,1,0.5789473684210527,1,0,NYY,2014
20,12,8,1,up 1.0,1.26,++,1,0.6,2,0,NYY,2014
21,12,9,1,up 1.0,1.28,-,1,0.5714285714285714,0,1,NYY,2014
22,13,9,1,up 1.5,1.27,+,1.5,0.5909090909090909,1,0,NYY,2014
23,13,10,1,up 1.5,1.22,-,1.5,0.5652173913043478,0,1,NYY,2014
24,14,10,1,up 1.5,1.15,+,1.5,0.5833333333333334,1,0,NYY,2014
25,15,10,1,up 2.5,1.23,++,2.5,0.6,2,0,NYY,2014
26,15,11,1,up 2.0,1.20,-,2,0.5769230769230769,0,1,NYY,2014
27,15,12,1,up 0.5,1.20,--,0.5,0.5555555555555556,0,2,NYY,2014
28,15,13,2,0.5,1.32,---,-0.5,0.5357142857142857,0,3,NYY,2014
29,16,13,1,up 0.5,1.25,+,0.5,0.5517241379310345,1,0,NYY,2014
30,16,14,1,up 0.5,1.30,-,0.5,0.5333333333333333,0,1,NYY,2014
31,16,15,1,Tied,1.17,--,0,0.5161290322580645,0,2,NYY,2014
32,17,15,1,Tied,1.11,+,0,0.53125,1,0,NYY,2014
33,18,15,1,Tied,1.15,++,0,0.5454545454545454,2,0,NYY,2014
34,19,15,2,0.5,1.15,+++,-0.5,0.5588235294117647,3,0,NYY,2014
35,19,16,2,1.5,1.12,-,-1.5,0.5428571428571428,0,1,NYY,2014
36,19,17,2,1.5,1.16,--,-1.5,0.5277777777777778,0,2,NYY,2014
37,19,18,2,1.5,1.07,---,-1.5,0.5135135135135135,0,3,NYY,2014
38,19,19,2,1.5,1.08,----,-1.5,0.5,0,4,NYY,2014
39,20,19,2,0.5,1.07,+,-0.5,0.5128205128205128,1,0,NYY,2014
40,21,19,2,0.5,1.13,++,-0.5,0.525,2,0,NYY,2014
41,22,19,1,Tied,1.13,+++,0,0.5365853658536586,3,0,NYY,2014
42,23,19,1,up 0.5,1.18,++++,0.5,0.5476190476190477,4,0,NYY,2014
43,23,20,1,up 0.5,1.24,-,0.5,0.5348837209302325,0,1,NYY,2014
44,23,21,2,0.5,1.24,--,-0.5,0.5227272727272727,0,2,NYY,2014
45,24,21,1,Tied,1.13,+,0,0.5333333333333333,1,0,NYY,2014
46,24,22,2,1.0,1.19,-,-1,0.5217391304347826,0,1,NYY,2014
47,24,23,3,2.0,1.17,--,-2,0.5106382978723404,0,2,NYY,2014
48,25,23,2,2.0,1.11,+,-2,0.5208333333333334,1,0,NYY,2014
49,26,23,2,2.0,1.17,++,-2,0.5306122448979592,2,0,NYY,2014
50,27,23,2,2.0,1.21,+++,-2,0.54,3,0,NYY,2014
51,27,24,2,3.0,1.20,-,-3,0.5294117647058824,0,1,NYY,2014
52,28,24,2,3.0,1.19,+,-3,0.5384615384615384,1,0,NYY,2014
53,28,25,2,2.5,1.29,-,-2.5,0.5283018867924528,0,1,NYY,2014
54,29,25,2,2.5,1.26,+,-2.5,0.5370370370370371,1,0,NYY,2014
55,29,26,2,3.5,1.26,-,-3.5,0.5272727272727272,0,1,NYY,2014
56,29,27,2,4.0,1.25,--,-4,0.5178571428571429,0,2,NYY,2014
57,29,28,3,5.0,1.14,---,-5,0.5087719298245614,0,3,NYY,2014
58,29,29,3,6.0,1.06,----,-6,0.5,0,4,NYY,2014
59,30,29,3,6.0,.97,+,-6,0.5084745762711864,1,0,NYY,2014
60,31,29,2,6.0,1.07,++,-6,0.5166666666666667,2,0,NYY,2014
61,31,30,3,6.0,1.14,-,-6,0.5081967213114754,0,1,NYY,2014
