season,gm_number,opp,win,loss,save,away_home
2017,62,TOR,Cloyd,Biagini,Díaz,home
2017,63,TOR,Stroman,Zych,Osuna,home
2017,64,TOR,Happ,Paxton,Osuna,home
2017,65,MIN,Gallardo,Mejia,,away
2017,66,MIN,Gibson,Bergman,,away
2017,67,MIN,Gaviglio,Santana,Díaz,away
2017,68,MIN,Berrios,Miranda,,away
2017,69,TEX,Ross,Paxton,,away
2017,70,TEX,Perez,Gallardo,,away
2017,71,TEX,Bergman,Darvish,,away
2017,72,DET,Pazos,Wilson,,home
2017,73,DET,Cishek,Wilson,,home
2017,74,DET,Zych,Greene,Díaz,home
2017,75,DET,Moore,Norris,Cishek,home
2017,76,HOU,Hernandez,Musgrove,Gallardo,home
2017,77,HOU,McCullers,Gaviglio,,home
2017,78,HOU,Feliz,Miranda,,home
2017,79,PHI,Nola,Paxton,,home
2017,80,PHI,Pinto,Díaz,Neris,home
2017,81,LAA,Miranda,Bridwell,,away
2017,82,LAA,Nolasco,Gaviglio,,away
2017,83,LAA,Paxton,Chavez,Díaz,away
2017,84,KCR,Kennedy,Moore,Soria,home
2017,85,KCR,Duffy,Hernandez,,home
2017,86,KCR,Minor,Pazos,Herrera,home
2017,87,OAK,Blackburn,Gaviglio,,home
2017,88,OAK,Paxton,Manaea,,home
2017,89,OAK,Doolittle,Díaz,Casilla,home
2017,90,OAK,Hernandez,Gossett,,home
2017,91,CHW,Paxton,Shields,Díaz,away
2017,92,CHW,Hernandez,Swarzak,Díaz,away
2017,93,CHW,Vincent,Beck,Díaz,away
2017,94,HOU,Gallardo,Sipp,Díaz,away
2017,95,HOU,Peacock,Gaviglio,Gregerson,away
2017,96,HOU,Paxton,Morton,Díaz,away
2017,97,NYY,Severino,Hernandez,,home
2017,98,NYY,Sabathia,Moore,,home
2017,99,NYY,Zych,Warren,,home
2017,100,NYY,Green,Pazos,Chapman,home
2017,101,BOS,Paxton,Rodriguez,,home
2017,102,BOS,Zych,Fister,,home
2017,103,BOS,Sale,Moore,Kimbrel,home
2017,104,NYM,Blevins,Phelps,Reed,home
2017,105,NYM,Gallardo,deGrom,Díaz,home
2017,106,NYM,Paxton,Lugo,,home
2017,107,TEX,Phelps,Claudio,Díaz,away
2017,108,TEX,Lawrence,Martinez,Díaz,away
2017,109,TEX,Cashner,Miranda,,away
2017,110,KCR,Buchter,Pagan,Herrera,away
2017,111,KCR,Paxton,Hammel,Díaz,away
2017,112,KCR,Pazos,Duffy,Díaz,away
2017,113,KCR,Junis,Ramirez,,away
2017,114,OAK,Rzepczynski,Smith,Díaz,away
2017,115,OAK,Pagan,Cotton,Díaz,away
2017,116,LAA,Norris,Díaz,Bedrosian,home
2017,117,LAA,Middleton,Pazos,Petit,home
2017,118,LAA,Middleton,Zych,Bedrosian,home
2017,119,LAA,Bridwell,Miranda,Middleton,home
2017,120,BAL,Gausman,Gallardo,,home
2017,121,BAL,Albers,Miley,Díaz,home
2017,122,BAL,Zych,Jimenez,Rzepczynski,home
2017,123,TBR,Ramirez,Pruitt,,away
2017,124,TBR,Miranda,Odorizzi,Díaz,away
2017,125,TBR,Snell,Gallardo,Colome,away
2017,126,ATL,Albers,Foltynewicz,Díaz,away
2017,127,ATL,Sims,Gonzales,,away
2017,128,ATL,Phelps,Johnson,Díaz,away
2017,129,NYY,Pazos,Chapman,Díaz,away
2017,130,NYY,Gray,Gallardo,Betances,away
2017,131,NYY,Tanaka,Albers,,away
2017,132,BAL,Hart,Pagan,Britton,away
2017,133,BAL,Bundy,Ramirez,,away
2017,134,BAL,Brach,Bergman,Britton,away
2017,135,OAK,Leake,Manaea,Díaz,home
2017,136,OAK,Díaz,Treinen,,home
2017,137,OAK,Albers,Gossett,,home
2017,138,HOU,Keuchel,Rzepczynski,,home
2017,139,HOU,Verlander,Pazos,Giles,home
2017,140,HOU,Devenski,Díaz,,home
2017,141,LAA,Leake,Nolasco,Díaz,home
2017,142,LAA,Albers,Heaney,,home
2017,143,LAA,Bedrosian,Vincent,Petit,home
2017,144,TEX,Hamels,Miranda,Claudio,away
2017,145,TEX,Gonzales,Gonzalez,,away
2017,146,TEX,Leake,Perez,,away
2017,147,TEX,Albers,Cashner,,away
2017,148,HOU,Morton,Paxton,Giles,away
2017,149,HOU,Keuchel,Ramirez,Musgrove,away
2017,150,HOU,Verlander,Moore,,away
2017,151,TEX,Barnette,Vincent,Claudio,home
2017,152,TEX,Cashner,Hernandez,Claudio,home
2017,153,TEX,Hamels,Paxton,Kela,home
2017,154,CLE,Díaz,Allen,,home
2017,155,CLE,Carrasco,Moore,,home
2017,156,CLE,Kluber,Leake,Allen,home
2017,157,OAK,Hernandez,Gossett,Albers,away
2017,158,OAK,Pagan,Mengden,Díaz,away
2017,159,OAK,Treinen,Simmons,,away
2017,160,LAA,Wood,Rzepczynski,Parker,away
2017,161,LAA,Lawrence,Bedrosian,Díaz,away
2017,162,LAA,Bridwell,Simmons,,away
2018,1,CLE,Hernandez,Kluber,Díaz,home
2018,2,CLE,Carrasco,Paxton,Allen,home
2018,3,CLE,Leake,Otero,Díaz,home
2018,4,SFG,Gonzales,Blach,Díaz,away
2018,5,SFG,Cueto,Hernandez,,away
2018,6,MIN,Duke,Altavilla,Rodney,away
2018,7,MIN,Leake,Berrios,,away
2018,8,KCR,Junis,Gonzales,,away
2018,9,KCR,Hernandez,Skoglund,,away
2018,10,KCR,Vincent,Grimm,Díaz,away
2018,11,OAK,Altavilla,Coulombe,Díaz,home
2018,12,OAK,Bradford,Graveman,Díaz,home
2018,13,OAK,Manaea,Hernandez,Treinen,home
2018,14,HOU,Paxton,Keuchel,Díaz,home
2018,15,HOU,McCullers,Altavilla,Devenski,home
2018,16,HOU,Cole,Leake,,home
2018,17,HOU,Morton,Gonzales,,home
2018,18,TEX,Nicasio,Kela,,away
2018,19,TEX,Bradford,Claudio,Díaz,away
2018,20,TEX,Perez,Ramirez,Kela,away
2018,21,CHW,Fulmer,Leake,Beck,away
2018,22,CHW,Gonzales,Volstad,Díaz,away
2018,23,CHW,Hernandez,Shields,Díaz,away
2018,24,CLE,Altavilla,Goody,Díaz,away
2018,25,CLE,Kluber,Ramirez,,away
2018,26,CLE,Leake,Carrasco,,away
2018,27,CLE,Gonzales,Tomlin,,away
2018,28,OAK,Hernandez,Triggs,Díaz,home
2018,29,OAK,Treinen,Díaz,,home
2018,30,OAK,Bradford,Manaea,Díaz,home
2018,31,LAA,Richards,Leake,,home
2018,32,LAA,Goeddel,Johnson,,home
2018,33,LAA,Ohtani,Hernandez,,home
2018,34,TOR,Paxton,Stroman,,away
2018,35,TOR,Tepera,Nicasio,Clippard,away
2018,36,TOR,Leake,Happ,,away
2018,37,DET,Boyd,Gonzales,Greene,away
2018,38,DET,Hernandez,Fulmer,,away
2018,39,DET,Greene,Nicasio,,away
2018,40,MIN,Pazos,Hildenberger,Díaz,away
2018,41,TEX,Goeddel,Claudio,,home
2018,42,TEX,Colon,Pazos,,home
2018,43,DET,Saupold,Vincent,Greene,home
2018,44,DET,Altavilla,Farmer,Díaz,home
2018,45,DET,Paxton,Fiers,,home
2018,46,DET,Vincent,Farmer,,home
2018,47,OAK,Vincent,Petit,Díaz,away
2018,48,OAK,Gonzales,Gossett,Díaz,away
2018,49,OAK,Petit,Hernandez,Treinen,away
2018,50,MIN,Paxton,Romero,Díaz,home
2018,51,MIN,Bradford,Magill,,home
2018,52,MIN,Leake,Berrios,Colome,home
2018,53,TEX,Gonzales,Fister,Díaz,home
2018,54,TEX,Claudio,Díaz,,home
2018,55,TEX,Barnette,Rzepczynski,Kela,home
2018,56,TEX,LeBlanc,Minor,,home
2018,57,TBR,Elias,Andriese,,home
2018,58,TBR,Gonzales,Archer,Díaz,home
2018,59,TBR,Hernandez,Alvarado,Díaz,home
2018,60,HOU,Paxton,Keuchel,,away
2018,61,HOU,Devenski,Nicasio,Rondon,away
2018,62,TBR,Leake,Pruitt,,away
2018,63,TBR,Gonzales,Font,Díaz,away
2018,64,TBR,Snell,Hernandez,Roe,away
2018,65,TBR,Paxton,Alvarado,Díaz,away
2018,66,LAA,LeBlanc,Heaney,Díaz,home
2018,67,LAA,Leake,Barria,Díaz,home
2018,68,LAA,Elias,Drake,,home
2018,69,BOS,Price,Hernandez,Kimbrel,home
2018,70,BOS,Cook,Barnes,Díaz,home
2018,71,BOS,LeBlanc,Wright,Díaz,home
2018,72,BOS,Rodriguez,Leake,,home
2018,73,NYY,German,Gonzales,,away
2018,74,NYY,Chapman,Cook,,away
2018,75,NYY,Severino,Paxton,Chapman,away
2018,76,BOS,Barnes,Nicasio,,away
2018,77,BOS,Leake,Rodriguez,,away
2018,78,BOS,Sale,Gonzales,,away
2018,79,BAL,Hernandez,Castro,Díaz,away
2018,80,BAL,Paxton,O'Day,Díaz,away
2018,81,BAL,Bradford,Givens,Díaz,away
2018,82,BAL,Pazos,Castro,Nicasio,away
2018,83,KCR,Gonzales,Kennedy,,home
2018,84,KCR,Hernandez,Hammel,Díaz,home
2018,85,KCR,Paxton,Keller,Díaz,home
2018,86,LAA,LeBlanc,Heaney,Díaz,home
2018,87,LAA,Richards,Leake,Parker,home
2018,88,LAA,Gonzales,Barria,Díaz,home
2018,89,COL,Marquez,Hernandez,,home
2018,90,COL,Oberg,Paxton,,home
2018,91,COL,LeBlanc,Senzatela,Díaz,home
2018,92,LAA,Ramirez,Leake,,away
2018,93,LAA,Gonzales,Barria,Díaz,away
2018,94,LAA,Skaggs,Paxton,,away
2018,95,COL,Musgrave,Bergman,Davis,away
2018,96,COL,Gray,LeBlanc,Davis,away
2018,97,COL,Oberg,Vincent,,away
2018,98,CHW,LeBlanc,Shields,Díaz,home
2018,99,CHW,Covey,Hernandez,,home
2018,100,CHW,Gonzales,Lopez,,home
2018,101,SFG,Watson,Díaz,Smith,home
2018,102,SFG,Colome,Watson,Díaz,home
2018,103,LAA,Johnson,Nicasio,,away
2018,104,LAA,Barria,Hernandez,,away
2018,105,LAA,Gonzales,Peña,Díaz,away
2018,106,HOU,Paxton,Cole,Díaz,home
2018,107,HOU,Morton,Leake,Rondon,home
2018,108,HOU,Keuchel,LeBlanc,,home
2018,109,TOR,Hauschild,Nicasio,,home
2018,110,TOR,Borucki,Gonzales,,home
2018,111,TOR,Estrada,Paxton,,home
2018,112,TOR,Duke,Biagini,Díaz,home
2018,113,TEX,Tuivailala,Butler,Díaz,away
2018,114,TEX,Colon,Hernandez,,away
2018,115,TEX,Gallardo,Gonzales,,away
2018,116,HOU,Paxton,Verlander,Díaz,away
2018,117,HOU,Warren,Cole,Díaz,away
2018,118,HOU,LeBlanc,Morton,Díaz,away
2018,119,HOU,Duke,Osuna,Díaz,away
2018,120,OAK,Manaea,Gonzales,Treinen,away
2018,121,OAK,Fiers,Hernandez,Treinen,away
2018,122,OAK,Pazos,Petit,Díaz,away
2018,123,LAD,Buehler,LeBlanc,,home
2018,124,LAD,Warren,Ferguson,,home
2018,125,LAD,Kershaw,Elias,,home
2018,126,HOU,Colome,McHugh,Díaz,home
2018,127,HOU,Valdez,Detwiler,Rondon,home
2018,128,HOU,Morton,Gonzales,Osuna,home
2018,129,ARI,Ramirez,Godley,Díaz,away
2018,130,ARI,Colome,Diekman,Díaz,away
2018,131,ARI,Greinke,Leake,Boxberger,away
2018,132,SDP,Nix,Hernandez,Yates,away
2018,133,SDP,Lucchesi,Ramirez,,away
2018,134,OAK,LeBlanc,Montas,,away
2018,135,OAK,Petit,Leake,Treinen,away
2018,136,OAK,Paxton,Hendriks,Díaz,away
2018,137,OAK,Jackson,Hernandez,Treinen,away
2018,138,BAL,Ramirez,Rogers,Díaz,home
2018,139,BAL,Cobb,Warren,Givens,home
2018,140,BAL,Leake,Cashner,Díaz,home
2018,141,NYY,Tanaka,Paxton,,home
2018,142,NYY,Lynn,Vincent,Betances,home
2018,143,NYY,Colome,Betances,Díaz,home
2018,144,SDP,Stammen,Díaz,Yates,home
2018,145,SDP,Lucchesi,LeBlanc,Yates,home
2018,146,LAA,Leake,Despaigne,,away
2018,147,LAA,Warren,Shoemaker,,away
2018,148,LAA,Pazos,Alvarez,Díaz,away
2018,149,LAA,Cole,Vincent,Buttrey,away
2018,150,HOU,Cook,Rondon,Díaz,away
2018,151,HOU,James,Leake,,away
2018,152,HOU,Lawrence,Keuchel,,away
2018,153,TEX,Jurado,Ramirez,,away
2018,154,TEX,Gonzales,Minor,,away
2018,155,TEX,Springs,LeBlanc,,away
2018,156,OAK,Buchter,Armstrong,,home
2018,157,OAK,Colome,Pagan,,home
2018,158,OAK,Buchter,Hernandez,,home
2018,159,TEX,Jurado,Duke,Leclerc,home
2018,160,TEX,LeBlanc,Perez,,home
2018,161,TEX,Vincent,Sampson,Díaz,home
2018,162,TEX,Elias,Gallardo,Armstrong,home
2019,1,OAK,Gonzales,Fiers,Strickland,away
2019,2,OAK,Rosscup,Buchter,Strickland,away
2019,3,BOS,Gonzales,Sale,,home
2019,4,BOS,Johnson,Strickland,Barnes,home
2019,5,BOS,Leake,Rodriguez,Rumbelow,home
2019,6,BOS,LeBlanc,Porcello,Bradford,home
2019,7,LAA,Hernandez,Stratton,Elias,home
2019,8,LAA,Gonzales,Garcia,Swarzak,home
2019,9,CHW,Burr,Gearrin,Colome,away
2019,10,CHW,Leake,Giolito,,away
2019,11,CHW,LeBlanc,Nova,,away
2019,12,KCR,Elias,Bailey,,away
2019,13,KCR,Gonzales,Junis,Swarzak,away
2019,14,KCR,Swarzak,Boxberger,Elias,away
2019,15,KCR,Brennan,Sparkman,Sadzeck,away
2019,16,HOU,Peacock,Armstrong,Osuna,home
2019,17,HOU,Verlander,Hernandez,Osuna,home
2019,18,HOU,Cole,Brennan,Osuna,home
2019,19,CLE,Bauer,Kikuchi,Hand,home
2019,20,CLE,Bieber,Leake,Hand,home
2019,21,CLE,Carrasco,Swanson,Wittgren,home
2019,22,LAA,Swarzak,Allen,Elias,away
2019,23,LAA,Rosscup,Allen,Elias,away
2019,24,LAA,Kikuchi,Cahill,Swarzak,away
2019,25,LAA,Barria,Leake,Garcia,away
2019,26,SDP,Margevicius,Swanson,Yates,away
2019,27,SDP,Paddack,Hernandez,Yates,away
2019,28,TEX,Gonzales,Hearn,,home
2019,29,TEX,Elias,Dowdy,,home
2019,30,TEX,Minor,Leake,,home
2019,31,TEX,Lynn,Swanson,,home
2019,32,CHC,Brach,Brennan,Cishek,home
2019,33,CHC,Lester,Gonzales,,home
2019,34,CLE,Hand,Swarzak,,away
2019,35,CLE,Olson,Sadzeck,Hand,away
2019,36,CLE,Swanson,Anderson,,away
2019,37,NYY,Sabathia,Hernandez,,away
2019,38,NYY,Harvey,Swarzak,,away
2019,39,NYY,Kikuchi,Loaisiga,,away
2019,40,NYY,Happ,Leake,Chapman,away
2019,41,BOS,Rodriguez,Swanson,,away
2019,42,BOS,Porcello,Hernandez,,away
2019,43,BOS,Velazquez,Gonzales,,away
2019,44,OAK,Brennan,Soria,,home
2019,45,OAK,Leake,Anderson,Elias,home
2019,46,MIN,Pineda,Swanson,,home
2019,47,MIN,Perez,Gonzales,,home
2019,48,MIN,Duffey,LeBlanc,,home
2019,49,MIN,Kikuchi,Gibson,,home
2019,50,TEX,Minor,Leake,,away
2019,51,TEX,Lynn,Milone,Kelley,away
2019,52,TEX,Sampson,Gonzales,Kelley,away
2019,53,OAK,Trivino,LeBlanc,,away
2019,54,OAK,Fiers,Kikuchi,Treinen,away
2019,55,OAK,Anderson,Leake,,away
2019,56,TEX,Milone,Lynn,,home
2019,57,TEX,Sampson,Gonzales,,home
2019,58,TEX,Chavez,Bass,Kelley,home
2019,59,LAA,Peña,Kikuchi,,home
2019,60,LAA,Leake,Skaggs,Bass,home
2019,61,LAA,Bedrosian,Brennan,Robles,home
2019,62,LAA,Suarez,Gonzales,,home
2019,63,HOU,Valdez,Gearrin,Pressly,home
2019,64,HOU,Guduan,Brennan,,home
2019,65,HOU,Leake,Peacock,,home
2019,66,HOU,Devenski,Festa,,home
2019,67,LAA,Gonzales,Heaney,,away
2019,68,LAA,Peters,Kikuchi,,away
2019,69,LAA,LeBlanc,Suarez,,away
2019,70,MIN,Magill,Brennan,May,away
2019,71,MIN,Bass,Duffey,Elias,away
2019,72,MIN,Harper,Brennan,,away
2019,73,OAK,Gonzales,Bassitt,,away
2019,74,OAK,Montas,Bautista,,away
2019,75,OAK,Leake,Trivino,Elias,away
2019,76,KCR,Flynn,Bass,Kennedy,home
2019,77,KCR,Bailey,Kikuchi,,home
2019,78,KCR,Gonzales,Keller,,home
2019,79,BAL,LeBlanc,Bundy,Elias,home
2019,80,BAL,Leake,Gilmartin,Elias,home
2019,81,BAL,Cashner,Milone,,home
2019,82,BAL,Kikuchi,Ynoa,,home
2019,83,MIL,Gonzales,Davies,,away
2019,84,MIL,LeBlanc,Houser,Elias,away
2019,85,MIL,Anderson,Leake,Hader,away
2019,86,HOU,Harris,Festa,,away
2019,87,HOU,Devenski,Elias,,away
2019,88,HOU,Cole,Gonzales,,away
2019,89,STL,Adams,Gallegos,Elias,home
2019,90,STL,Brebbia,Adams,,home
2019,91,STL,Ponce de Leon,Milone,Martinez,home
2019,92,OAK,Anderson,Kikuchi,Hendriks,home
2019,93,OAK,Gonzales,Bassitt,,home
2019,94,OAK,Mengden,Carasiti,Hendriks,home
2019,95,LAA,Peña,Leake,,away
2019,96,LAA,Harvey,LeBlanc,,away
2019,97,LAA,Buttrey,Bass,Robles,away
2019,98,OAK,Mengden,Gonzales,,away
2019,99,OAK,Bailey,Milone,,away
2019,100,LAA,Leake,Barria,,home
2019,101,LAA,Buttrey,Elias,,home
2019,102,LAA,Peters,Kikuchi,,home
2019,103,TEX,Gonzales,Sampson,Elias,home
2019,104,TEX,Payano,Milone,,home
2019,105,TEX,Leake,Minor,Elias,home
2019,106,DET,LeBlanc,VerHagen,,home
2019,107,DET,Elias,Cisnero,,home
2019,108,DET,Gonzales,Alexander,,home
2019,109,DET,Elias,Cisnero,,home
2019,110,TEX,Tuivailala,Martin,Elias,away
2019,111,TEX,Minor,LeBlanc,Chavez,away
2019,112,HOU,Miley,Kikuchi,,away
2019,113,HOU,Sanchez,Gonzales,,away
2019,114,HOU,Verlander,Milone,Osuna,away
2019,115,SDP,Lamet,LeBlanc,,home
2019,116,SDP,Magill,Munoz,Bass,home
2019,117,TBR,Drake,Bass,Pagan,home
2019,118,TBR,Morton,Milone,Pagan,home
2019,119,TBR,Yarbrough,LeBlanc,Pagan,home
2019,120,DET,Grotz,Boyd,,away
2019,121,DET,Jackson,Gonzales,Jimenez,away
2019,122,DET,Milone,Turnbull,,away
2019,123,TOR,Waguespack,LeBlanc,,away
2019,124,TOR,Bass,Mayza,Magill,away
2019,125,TOR,Kikuchi,Font,,away
2019,126,TBR,Gonzales,McKay,,away
2019,127,TBR,Milone,Beeks,Magill,away
2019,128,TBR,Pagan,Magill,,away
2019,129,TOR,Wisler,Gaviglio,Magill,home
2019,130,TOR,Stewart,McClain,Law,home
2019,131,TOR,Gonzales,Buchholz,Magill,home
2019,132,NYY,Happ,Milone,Chapman,home
2019,133,NYY,Tanaka,Kikuchi,,home
2019,134,NYY,Paxton,Sheffield,,home
2019,135,TEX,Magill,Leclerc,,away
2019,136,TEX,Allard,Gonzales,Clase,away
2019,137,TEX,Clase,Magill,,away
2019,138,TEX,Kikuchi,Martin,,away
2019,139,CHC,Phelps,Wisler,,away
2019,140,CHC,Lester,Hernandez,,away
2019,141,HOU,James,Wisler,,away
2019,142,HOU,Smith,Milone,Osuna,away
2019,143,HOU,Verlander,Adams,Harris,away
2019,144,HOU,Cole,Hernandez,,away
2019,145,CIN,Altavilla,Garrett,Bass,home
2019,146,CIN,Gonzales,Gray,Bass,home
2019,147,CIN,Romano,Altavilla,,home
2019,148,CHW,Osich,Kikuchi,Colome,home
2019,149,CHW,Magill,Colome,,home
2019,150,CHW,Adams,Ruiz,,home
2019,151,PIT,Gonzales,Keller,,away
2019,152,PIT,Milone,Agrazal,Magill,away
2019,153,PIT,Brennan,Holmes,Swanson,away
2019,154,BAL,Brooks,Hernandez,,away
2019,155,BAL,Altavilla,Scott,Swanson,away
2019,156,BAL,Means,Gonzales,Bleier,away
2019,157,HOU,Cole,Milone,Osuna,home
2019,158,HOU,Greinke,Kikuchi,Harris,home
2019,159,OAK,Manaea,Hernandez,Hendriks,home
2019,160,OAK,Warren,Hendriks,,home
2019,161,OAK,Anderson,Gonzales,Luzardo,home
2019,162,OAK,McClain,Roark,Bass,home
2022,1,MIN,Ray,Ryan,Steckenrider,away
2022,2,MIN,Munoz,Duffey,Castillo,away
2022,3,MIN,Ober,Gonzales,,away
2022,4,MIN,Bundy,Flexen,,away
2022,5,CHW,Lopez,Brash,Hendriks,away
2022,6,CHW,Keuchel,Ray,Hendriks,away
2022,7,CHW,Gilbert,Lambert,,away
2022,8,HOU,Gonzales,Odorizzi,,home
2022,9,HOU,Verlander,Flexen,,home
2022,10,HOU,Brash,Urquidy,,home
2022,11,TEX,Ray,Gray,,home
2022,12,TEX,Gilbert,Dunning,,home
2022,13,TEX,Barlow,Steckenrider,,home
2022,14,KCR,Flexen,Keller,Munoz,home
2022,15,KCR,Castillo,Brentz,,home
2022,16,KCR,Ramirez,Payamps,,home
2022,17,TBR,Gilbert,Fleming,,away
2022,18,TBR,Rasmussen,Gonzales,Kittredge,away
2022,19,TBR,Feyereisen,Flexen,Thompson,away
2022,20,MIA,Hernandez,Brash,Bender,away
2022,21,MIA,Luzardo,Ray,Bender,away
2022,22,MIA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,23,HOU,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,24,HOU,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,25,HOU,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,26,TBR,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,27,TBR,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,28,TBR,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,29,TBR,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,30,PHI,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,31,PHI,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,32,PHI,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,33,NYM,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,34,NYM,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,35,NYM,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,36,TOR,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,37,TOR,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,38,TOR,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,39,BOS,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,40,BOS,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,41,BOS,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,42,BOS,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,43,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,44,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,45,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,46,HOU,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,47,HOU,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,48,HOU,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,49,BAL,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,50,BAL,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,51,BAL,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,52,TEX,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,53,TEX,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,54,TEX,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,55,HOU,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,56,HOU,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,57,HOU,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,58,BOS,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,59,BOS,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,60,BOS,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,61,MIN,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,62,MIN,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,63,MIN,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,64,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,65,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,66,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,67,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,68,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,69,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,70,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,71,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,72,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,73,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,74,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,75,BAL,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,76,BAL,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,77,BAL,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,78,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,79,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,80,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,81,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,82,SDP,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,83,SDP,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,84,TOR,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,85,TOR,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,86,TOR,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,87,TOR,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
