season,gm_number,opp,win,loss,save,away_home
2022,88,WSN,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,89,WSN,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,90,TEX,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,91,TEX,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,92,TEX,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,93,TEX,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,94,HOU,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,95,HOU,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,96,HOU,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,97,TEX,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,98,TEX,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,99,TEX,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,100,HOU,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,101,HOU,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,102,HOU,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,103,HOU,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,104,NYY,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,105,NYY,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,106,NYY,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,107,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,108,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,109,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,110,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,111,NYY,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,112,NYY,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,113,NYY,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,114,TEX,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,115,TEX,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,116,TEX,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,117,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,118,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,119,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,120,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,121,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,122,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,123,WSN,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,124,WSN,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,125,CLE,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,126,CLE,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,127,CLE,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,128,CLE,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,129,DET,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,130,DET,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,131,DET,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,132,CLE,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,133,CLE,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,134,CLE,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,135,CHW,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,136,CHW,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,137,CHW,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,138,ATL,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,139,ATL,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,140,ATL,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,141,SDP,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,142,SDP,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,143,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,144,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,145,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,146,LAA,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,147,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,148,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,149,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,150,KCR,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,151,KCR,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,152,KCR,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",away
2022,153,TEX,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,154,TEX,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,155,TEX,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,156,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,157,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,158,OAK,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,159,DET,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,160,DET,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,161,DET,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
2022,162,DET,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",home
