gm_number,season,team,date,month,day,weekday,start_time,day_night,weekend,attendance,away_home
43,2002,SEA,2002-05-19,5,19,Sunday,2:44,D,0,32783,away
44,2002,SEA,2002-05-21,5,21,Tuesday,2:13,N,0,41845,home
45,2002,SEA,2002-05-22,5,22,Wednesday,2:38,N,0,39734,home
46,2002,SEA,2002-05-23,5,23,Thursday,2:44,D,0,45227,home
47,2002,SEA,2002-05-24,5,24,Friday,2:44,N,0,44900,home
48,2002,SEA,2002-05-25,5,25,Saturday,2:45,N,0,45854,home
49,2002,SEA,2002-05-26,5,26,Sunday,2:37,D,0,45674,home
50,2002,SEA,2002-05-28,5,28,Tuesday,2:22,N,0,10810,away
51,2002,SEA,2002-05-29,5,29,Wednesday,2:31,N,0,10586,away
52,2002,SEA,2002-05-30,5,30,Thursday,2:48,N,0,30287,away
53,2002,SEA,2002-05-31,5,31,Friday,3:34,N,0,32353,away
54,2002,SEA,2002-06-01,6,1,Saturday,2:56,N,0,39519,away
55,2002,SEA,2002-06-02,6,2,Sunday,3:22,D,0,39883,away
56,2002,SEA,2002-06-03,6,3,Monday,2:56,N,0,14188,away
57,2002,SEA,2002-06-04,6,4,Tuesday,3:15,N,0,13528,away
58,2002,SEA,2002-06-05,6,5,Wednesday,2:40,N,0,35647,away
59,2002,SEA,2002-06-06,6,6,Thursday,3:21,D,0,27344,away
60,2002,SEA,2002-06-07,6,7,Friday,2:48,N,0,46083,home
61,2002,SEA,2002-06-08,6,8,Saturday,2:38,D,0,45952,home
62,2002,SEA,2002-06-09,6,9,Sunday,2:29,D,0,46030,home
63,2002,SEA,2002-06-10,6,10,Monday,2:43,N,0,45699,home
64,2002,SEA,2002-06-11,6,11,Tuesday,2:41,N,0,44983,home
65,2002,SEA,2002-06-12,6,12,Wednesday,2:20,N,0,45612,home
66,2002,SEA,2002-06-14,6,14,Friday,2:47,N,0,26098,away
67,2002,SEA,2002-06-15,6,15,Saturday,3:06,N,0,39001,away
68,2002,SEA,2002-06-16,6,16,Sunday,2:55,D,0,30784,away
69,2002,SEA,2002-06-18,6,18,Tuesday,2:38,N,0,26654,away
70,2002,SEA,2002-06-19,6,19,Wednesday,2:38,N,0,27860,away
71,2002,SEA,2002-06-20,6,20,Thursday,2:52,N,0,27908,away
72,2002,SEA,2002-06-21,6,21,Friday,2:44,N,0,32048,away
73,2002,SEA,2002-06-22,6,22,Saturday,3:43,N,0,35422,away
74,2002,SEA,2002-06-23,6,23,Sunday,3:05,D,0,32584,away
75,2002,SEA,2002-06-24,6,24,Monday,2:54,N,0,45602,home
76,2002,SEA,2002-06-25,6,25,Tuesday,2:34,N,0,43985,home
77,2002,SEA,2002-06-26,6,26,Wednesday,3:00,N,0,42120,home
78,2002,SEA,2002-06-27,6,27,Thursday,3:12,N,0,42159,home
79,2002,SEA,2002-06-28,6,28,Friday,2:53,N,0,45118,home
80,2002,SEA,2002-06-29,6,29,Saturday,2:36,N,0,45790,home
81,2002,SEA,2002-06-30,6,30,Sunday,3:08,D,0,45928,home
82,2002,SEA,2002-07-01,7,1,Monday,2:33,N,0,43577,home
83,2002,SEA,2002-07-02,7,2,Tuesday,3:08,N,0,45652,home
84,2002,SEA,2002-07-03,7,3,Wednesday,2:30,N,0,44340,home
85,2002,SEA,2002-07-04,7,4,Thursday,3:01,D,0,44543,home
86,2002,SEA,2002-07-05,7,5,Friday,2:30,N,0,45526,home
87,2002,SEA,2002-07-06,7,6,Saturday,3:14,N,0,45416,home
88,2002,SEA,2002-07-07,7,7,Sunday,2:58,D,0,45738,home
89,2002,SEA,2002-07-11,7,11,Thursday,2:24,N,0,10840,away
90,2002,SEA,2002-07-12,7,12,Friday,2:37,N,0,12095,away
91,2002,SEA,2002-07-13,7,13,Saturday,2:52,N,0,15840,away
92,2002,SEA,2002-07-14,7,14,Sunday,2:52,D,0,14267,away
93,2002,SEA,2002-07-15,7,15,Monday,2:41,N,0,38411,away
94,2002,SEA,2002-07-16,7,16,Tuesday,2:33,D,0,39783,away
95,2002,SEA,2002-07-17,7,17,Wednesday,3:06,N,0,34659,away
96,2002,SEA,2002-07-18,7,18,Thursday,2:41,N,0,31716,away
97,2002,SEA,2002-07-19,7,19,Friday,3:19,N,0,43407,away
98,2002,SEA,2002-07-20,7,20,Saturday,3:12,N,0,43109,away
99,2002,SEA,2002-07-21,7,21,Sunday,2:53,N,0,34945,away
100,2002,SEA,2002-07-23,7,23,Tuesday,2:39,N,0,45014,home
101,2002,SEA,2002-07-24,7,24,Wednesday,2:42,N,0,45941,home
102,2002,SEA,2002-07-25,7,25,Thursday,2:57,N,0,45515,home
103,2002,SEA,2002-07-26,7,26,Friday,2:48,N,0,45559,home
104,2002,SEA,2002-07-27,7,27,Saturday,2:19,D,0,45974,home
105,2002,SEA,2002-07-28,7,28,Sunday,2:30,D,0,45634,home
106,2002,SEA,2002-07-29,7,29,Monday,2:37,N,0,45362,home
107,2002,SEA,2002-07-30,7,30,Tuesday,3:19,D,0,45774,home
108,2002,SEA,2002-07-31,7,31,Wednesday,2:41,N,0,45212,home
109,2002,SEA,2002-08-01,8,1,Thursday,3:17,N,0,45590,home
110,2002,SEA,2002-08-02,8,2,Friday,2:31,N,0,45995,home
111,2002,SEA,2002-08-03,8,3,Saturday,2:55,D,0,46219,home
112,2002,SEA,2002-08-04,8,4,Sunday,3:52,D,0,46120,home
113,2002,SEA,2002-08-06,8,6,Tuesday,3:16,N,0,25392,away
114,2002,SEA,2002-08-07,8,7,Wednesday,3:16,N,0,27733,away
115,2002,SEA,2002-08-08,8,8,Thursday,2:52,N,0,25486,away
116,2002,SEA,2002-08-09,8,9,Friday,2:49,N,0,28229,away
117,2002,SEA,2002-08-10,8,10,Saturday,3:34,D,0,29766,away
118,2002,SEA,2002-08-11,8,11,Sunday,2:54,D,0,28282,away
119,2002,SEA,2002-08-13,8,13,Tuesday,3:06,N,0,45703,home
120,2002,SEA,2002-08-14,8,14,Wednesday,3:00,N,0,45233,home
121,2002,SEA,2002-08-15,8,15,Thursday,3:12,N,0,45645,home
122,2002,SEA,2002-08-16,8,16,Friday,3:37,N,0,46033,home
123,2002,SEA,2002-08-17,8,17,Saturday,2:56,D,0,46174,home
124,2002,SEA,2002-08-18,8,18,Sunday,2:55,D,0,46086,home
125,2002,SEA,2002-08-19,8,19,Monday,2:39,N,0,18788,away
126,2002,SEA,2002-08-20,8,20,Tuesday,2:50,N,0,21048,away
127,2002,SEA,2002-08-21,8,21,Wednesday,2:53,N,0,18133,away
128,2002,SEA,2002-08-22,8,22,Thursday,2:32,N,0,15412,away
129,2002,SEA,2002-08-23,8,23,Friday,2:48,N,0,33525,away
130,2002,SEA,2002-08-24,8,24,Saturday,2:38,D,0,38086,away
131,2002,SEA,2002-08-25,8,25,Sunday,2:41,D,0,36402,away
132,2002,SEA,2002-08-27,8,27,Tuesday,2:39,N,0,28660,away
133,2002,SEA,2002-08-28,8,28,Wednesday,2:42,N,0,31414,away
134,2002,SEA,2002-08-29,8,29,Thursday,2:44,D,0,29325,away
135,2002,SEA,2002-08-30,8,30,Friday,2:44,N,0,45260,home
136,2002,SEA,2002-08-31,8,31,Saturday,3:00,N,0,45500,home
137,2002,SEA,2002-09-01,9,1,Sunday,2:57,D,0,45461,home
138,2002,SEA,2002-09-02,9,2,Monday,2:59,D,0,41050,home
139,2002,SEA,2002-09-04,9,4,Wednesday,2:49,D,0,44580,home
140,2002,SEA,2002-09-06,9,6,Friday,3:07,N,0,13363,away
141,2002,SEA,2002-09-07,9,7,Saturday,3:22,N,0,19775,away
142,2002,SEA,2002-09-08,9,8,Sunday,4:04,D,0,11442,away
143,2002,SEA,2002-09-09,9,9,Monday,3:05,N,0,18066,away
144,2002,SEA,2002-09-10,9,10,Tuesday,2:59,N,0,19115,away
145,2002,SEA,2002-09-11,9,11,Wednesday,2:57,N,0,23470,away
146,2002,SEA,2002-09-12,9,12,Thursday,3:05,D,0,19211,away
147,2002,SEA,2002-09-13,9,13,Friday,2:27,N,0,38210,away
148,2002,SEA,2002-09-14,9,14,Saturday,2:19,D,0,40309,away
149,2002,SEA,2002-09-15,9,15,Sunday,3:08,D,0,38783,away
150,2002,SEA,2002-09-16,9,16,Monday,4:39,N,0,42635,home
151,2002,SEA,2002-09-17,9,17,Tuesday,3:14,N,0,37566,home
152,2002,SEA,2002-09-18,9,18,Wednesday,3:35,N,0,39208,home
153,2002,SEA,2002-09-19,9,19,Thursday,4:17,N,0,40256,home
154,2002,SEA,2002-09-20,9,20,Friday,2:39,N,0,45663,home
155,2002,SEA,2002-09-21,9,21,Saturday,3:24,D,0,45784,home
156,2002,SEA,2002-09-22,9,22,Sunday,2:55,D,0,45693,home
157,2002,SEA,2002-09-24,9,24,Tuesday,3:17,N,0,39037,home
158,2002,SEA,2002-09-25,9,25,Wednesday,2:55,N,0,39776,home
159,2002,SEA,2002-09-26,9,26,Thursday,3:30,D,0,45822,home
160,2002,SEA,2002-09-27,9,27,Friday,4:10,N,0,43452,away
161,2002,SEA,2002-09-28,9,28,Saturday,2:41,D,0,43202,away
162,2002,SEA,2002-09-29,9,29,Sunday,2:31,D,0,42878,away
1,2003,SEA,2003-04-01,4,1,Tuesday,2:39,N,0,41723,away
2,2003,SEA,2003-04-02,4,2,Wednesday,2:58,N,0,17033,away
3,2003,SEA,2003-04-03,4,3,Thursday,3:42,D,0,6295,away
4,2003,SEA,2003-04-04,4,4,Friday,2:59,D,0,49231,away
5,2003,SEA,2003-04-05,4,5,Saturday,2:55,N,0,25562,away
6,2003,SEA,2003-04-06,4,6,Sunday,3:13,D,0,26336,away
7,2003,SEA,2003-04-08,4,8,Tuesday,2:41,D,0,45931,home
8,2003,SEA,2003-04-09,4,9,Wednesday,2:47,N,0,35492,home
9,2003,SEA,2003-04-10,4,10,Thursday,2:20,N,0,32746,home
10,2003,SEA,2003-04-11,4,11,Friday,3:22,N,0,37784,home
11,2003,SEA,2003-04-12,4,12,Saturday,3:17,N,0,36591,home
12,2003,SEA,2003-04-13,4,13,Sunday,4:02,D,0,35496,home
13,2003,SEA,2003-04-14,4,14,Monday,2:22,N,0,26567,home
14,2003,SEA,2003-04-15,4,15,Tuesday,2:52,N,0,26666,home
15,2003,SEA,2003-04-16,4,16,Wednesday,2:37,N,0,29674,home
16,2003,SEA,2003-04-17,4,17,Thursday,3:27,D,0,33412,home
17,2003,SEA,2003-04-18,4,18,Friday,3:01,N,0,34658,away
18,2003,SEA,2003-04-19,4,19,Saturday,3:14,N,0,43536,away
19,2003,SEA,2003-04-20,4,20,Sunday,3:30,D,0,28942,away
20,2003,SEA,2003-04-22,4,22,Tuesday,3:13,N,0,25231,home
21,2003,SEA,2003-04-23,4,23,Wednesday,2:04,N,0,26036,home
22,2003,SEA,2003-04-24,4,24,Thursday,2:47,N,0,26263,home
23,2003,SEA,2003-04-25,4,25,Friday,2:42,N,0,33458,home
24,2003,SEA,2003-04-26,4,26,Saturday,3:06,N,0,36258,home
25,2003,SEA,2003-04-27,4,27,Sunday,2:11,D,0,39678,home
26,2003,SEA,2003-04-29,4,29,Tuesday,2:38,N,0,38724,away
27,2003,SEA,2003-04-30,4,30,Wednesday,3:13,N,0,30522,away
28,2003,SEA,2003-05-01,5,1,Thursday,2:33,N,0,34991,away
29,2003,SEA,2003-05-02,5,2,Friday,2:39,N,0,13355,away
30,2003,SEA,2003-05-03,5,3,Saturday,3:16,N,0,25837,away
31,2003,SEA,2003-05-04,5,4,Sunday,1:21,N,0,15413,away
32,2003,SEA,2003-05-06,5,6,Tuesday,3:34,N,0,44979,home
33,2003,SEA,2003-05-07,5,7,Wednesday,2:55,N,0,43753,home
34,2003,SEA,2003-05-08,5,8,Thursday,3:07,N,0,46000,home
35,2003,SEA,2003-05-09,5,9,Friday,2:43,N,0,38749,home
36,2003,SEA,2003-05-10,5,10,Saturday,2:34,N,0,43123,home
37,2003,SEA,2003-05-11,5,11,Sunday,2:40,D,0,45383,home
38,2003,SEA,2003-05-13,5,13,Tuesday,2:50,N,0,16721,away
39,2003,SEA,2003-05-14,5,14,Wednesday,2:29,N,0,17324,away
40,2003,SEA,2003-05-15,5,15,Thursday,2:50,N,0,17889,away
41,2003,SEA,2003-05-16,5,16,Friday,2:58,N,0,17641,away
42,2003,SEA,2003-05-17,5,17,Saturday,2:49,D,0,23274,away
43,2003,SEA,2003-05-18,5,18,Sunday,2:15,D,0,16263,away
44,2003,SEA,2003-05-20,5,20,Tuesday,2:38,N,0,36423,home
45,2003,SEA,2003-05-21,5,21,Wednesday,2:51,N,0,31251,home
46,2003,SEA,2003-05-22,5,22,Thursday,2:38,D,0,38322,home
47,2003,SEA,2003-05-23,5,23,Friday,2:50,N,0,40258,home
48,2003,SEA,2003-05-24,5,24,Saturday,2:42,N,0,45306,home
49,2003,SEA,2003-05-25,5,25,Sunday,2:49,N,0,45213,home
50,2003,SEA,2003-05-27,5,27,Tuesday,2:58,N,0,14154,away
51,2003,SEA,2003-05-28,5,28,Wednesday,2:35,D,0,14928,away
52,2003,SEA,2003-05-29,5,29,Thursday,2:48,N,0,16409,away
53,2003,SEA,2003-05-30,5,30,Friday,2:20,N,0,30179,away
54,2003,SEA,2003-05-31,5,31,Saturday,2:25,D,0,22995,away
55,2003,SEA,2003-06-01,6,1,Sunday,2:36,D,0,18754,away
56,2003,SEA,2003-06-03,6,3,Tuesday,2:57,N,0,18029,away
57,2003,SEA,2003-06-04,6,4,Wednesday,2:54,N,0,16232,away
58,2003,SEA,2003-06-05,6,5,Thursday,2:47,N,0,21145,away
59,2003,SEA,2003-06-06,6,6,Friday,2:28,N,0,26684,away
60,2003,SEA,2003-06-08,6,8,Sunday,2:26,D,0,NA,away
61,2003,SEA,2003-06-08,6,8,Sunday,2:26,N,0,39820,away
62,2003,SEA,2003-06-10,6,10,Tuesday,2:56,N,0,34811,home
63,2003,SEA,2003-06-11,6,11,Wednesday,2:39,N,0,32853,home
64,2003,SEA,2003-06-12,6,12,Thursday,2:37,N,0,33761,home
65,2003,SEA,2003-06-13,6,13,Friday,2:46,N,0,45791,home
66,2003,SEA,2003-06-14,6,14,Saturday,3:06,D,0,45971,home
67,2003,SEA,2003-06-15,6,15,Sunday,2:28,N,0,45732,home
68,2003,SEA,2003-06-16,6,16,Monday,2:28,N,0,41599,home
69,2003,SEA,2003-06-17,6,17,Tuesday,2:30,N,0,39054,home
70,2003,SEA,2003-06-18,6,18,Wednesday,2:51,N,0,43473,home
71,2003,SEA,2003-06-19,6,19,Thursday,2:36,D,0,45758,home
72,2003,SEA,2003-06-20,6,20,Friday,2:46,N,0,23500,away
73,2003,SEA,2003-06-21,6,21,Saturday,2:51,N,0,38243,away
74,2003,SEA,2003-06-22,6,22,Sunday,2:42,D,0,27163,away
75,2003,SEA,2003-06-24,6,24,Tuesday,2:46,N,0,39121,away
76,2003,SEA,2003-06-25,6,25,Wednesday,3:00,N,0,40651,away
77,2003,SEA,2003-06-26,6,26,Thursday,2:57,N,0,32889,away
78,2003,SEA,2003-06-27,6,27,Friday,2:50,N,0,45529,home
79,2003,SEA,2003-06-28,6,28,Saturday,2:37,N,0,45326,home
80,2003,SEA,2003-06-29,6,29,Sunday,3:28,D,0,45641,home
81,2003,SEA,2003-06-30,6,30,Monday,2:27,N,0,24831,away
82,2003,SEA,2003-07-01,7,1,Tuesday,3:20,N,0,20233,away
83,2003,SEA,2003-07-02,7,2,Wednesday,3:02,N,0,33420,away
84,2003,SEA,2003-07-03,7,3,Thursday,2:43,D,0,19612,away
85,2003,SEA,2003-07-04,7,4,Friday,2:50,N,0,49530,away
86,2003,SEA,2003-07-05,7,5,Saturday,3:01,N,0,31332,away
87,2003,SEA,2003-07-06,7,6,Sunday,2:33,N,0,18114,away
88,2003,SEA,2003-07-08,7,8,Tuesday,3:26,N,0,37327,home
89,2003,SEA,2003-07-09,7,9,Wednesday,2:47,N,0,39563,home
90,2003,SEA,2003-07-10,7,10,Thursday,2:28,N,0,35801,home
91,2003,SEA,2003-07-11,7,11,Friday,2:22,N,0,45156,home
92,2003,SEA,2003-07-12,7,12,Saturday,2:26,N,0,45655,home
93,2003,SEA,2003-07-13,7,13,Sunday,2:46,D,0,45602,home
94,2003,SEA,2003-07-17,7,17,Thursday,2:52,N,0,22481,away
95,2003,SEA,2003-07-18,7,18,Friday,2:34,N,0,30698,away
96,2003,SEA,2003-07-19,7,19,Saturday,2:16,N,0,39808,away
97,2003,SEA,2003-07-20,7,20,Sunday,3:28,D,0,16880,away
98,2003,SEA,2003-07-21,7,21,Monday,2:49,N,0,20306,away
99,2003,SEA,2003-07-22,7,22,Tuesday,3:16,N,0,22229,away
100,2003,SEA,2003-07-23,7,23,Wednesday,2:24,N,0,41959,home
101,2003,SEA,2003-07-24,7,24,Thursday,3:02,N,0,42730,home
102,2003,SEA,2003-07-25,7,25,Friday,2:45,N,0,43871,home
103,2003,SEA,2003-07-26,7,26,Saturday,2:19,D,0,45934,home
104,2003,SEA,2003-07-27,7,27,Sunday,2:53,D,0,45355,home
105,2003,SEA,2003-07-28,7,28,Monday,2:31,N,0,44415,home
106,2003,SEA,2003-07-29,7,29,Tuesday,2:33,N,0,30732,home
107,2003,SEA,2003-07-30,7,30,Wednesday,2:47,N,0,35800,home
108,2003,SEA,2003-07-31,7,31,Thursday,2:27,D,0,43596,home
109,2003,SEA,2003-08-01,8,1,Friday,2:52,N,0,39337,home
110,2003,SEA,2003-08-02,8,2,Saturday,2:22,N,0,45719,home
111,2003,SEA,2003-08-03,8,3,Sunday,2:57,D,0,45632,home
112,2003,SEA,2003-08-05,8,5,Tuesday,2:37,N,0,22300,away
113,2003,SEA,2003-08-06,8,6,Wednesday,2:43,N,0,23282,away
114,2003,SEA,2003-08-07,8,7,Thursday,2:17,N,0,21141,away
115,2003,SEA,2003-08-08,8,8,Friday,3:02,N,0,52793,away
116,2003,SEA,2003-08-09,8,9,Saturday,2:21,D,0,54945,away
117,2003,SEA,2003-08-10,8,10,Sunday,3:50,D,0,54828,away
118,2003,SEA,2003-08-11,8,11,Monday,2:47,N,0,44922,home
119,2003,SEA,2003-08-12,8,12,Tuesday,2:12,N,0,37018,home
120,2003,SEA,2003-08-13,8,13,Wednesday,3:08,N,0,37066,home
121,2003,SEA,2003-08-14,8,14,Thursday,2:45,N,0,41945,home
122,2003,SEA,2003-08-15,8,15,Friday,3:28,N,0,46171,home
123,2003,SEA,2003-08-16,8,16,Saturday,3:00,D,0,46100,home
124,2003,SEA,2003-08-17,8,17,Sunday,2:35,D,0,46105,home
125,2003,SEA,2003-08-19,8,19,Tuesday,2:47,N,0,24025,away
126,2003,SEA,2003-08-20,8,20,Wednesday,2:13,N,0,21588,away
127,2003,SEA,2003-08-21,8,21,Thursday,2:58,N,0,20111,away
128,2003,SEA,2003-08-22,8,22,Friday,3:13,N,0,34379,away
129,2003,SEA,2003-08-23,8,23,Saturday,3:47,D,0,34488,away
130,2003,SEA,2003-08-24,8,24,Sunday,2:41,D,0,34344,away
131,2003,SEA,2003-08-25,8,25,Monday,2:50,D,0,33007,away
132,2003,SEA,2003-08-26,8,26,Tuesday,2:58,N,0,43287,home
133,2003,SEA,2003-08-27,8,27,Wednesday,2:58,N,0,42442,home
134,2003,SEA,2003-08-28,8,28,Thursday,2:28,D,0,42563,home
135,2003,SEA,2003-08-29,8,29,Friday,2:30,N,0,43365,home
136,2003,SEA,2003-08-30,8,30,Saturday,2:52,D,0,45618,home
137,2003,SEA,2003-08-31,8,31,Sunday,2:50,D,0,45760,home
138,2003,SEA,2003-09-02,9,2,Tuesday,4:21,N,0,8237,away
139,2003,SEA,2003-09-03,9,3,Wednesday,2:07,N,0,8696,away
140,2003,SEA,2003-09-04,9,4,Thursday,2:12,N,0,8486,away
141,2003,SEA,2003-09-05,9,5,Friday,5:01,N,0,27417,away
142,2003,SEA,2003-09-06,9,6,Saturday,2:39,N,0,43793,away
143,2003,SEA,2003-09-07,9,7,Sunday,2:29,D,0,36897,away
144,2003,SEA,2003-09-09,9,9,Tuesday,2:55,N,0,37707,home
145,2003,SEA,2003-09-10,9,10,Wednesday,2:13,N,0,36450,home
146,2003,SEA,2003-09-11,9,11,Thursday,2:42,N,0,35729,home
147,2003,SEA,2003-09-12,9,12,Friday,2:43,N,0,41601,home
148,2003,SEA,2003-09-13,9,13,Saturday,2:37,N,0,45552,home
149,2003,SEA,2003-09-14,9,14,Sunday,2:46,D,0,45861,home
150,2003,SEA,2003-09-15,9,15,Monday,2:34,N,0,22041,away
151,2003,SEA,2003-09-16,9,16,Tuesday,2:32,N,0,16134,away
152,2003,SEA,2003-09-17,9,17,Wednesday,2:32,N,0,21016,away
153,2003,SEA,2003-09-18,9,18,Thursday,2:42,D,0,16231,away
154,2003,SEA,2003-09-19,9,19,Friday,2:49,N,0,41035,away
155,2003,SEA,2003-09-20,9,20,Saturday,3:00,D,0,40226,away
156,2003,SEA,2003-09-21,9,21,Sunday,2:59,D,0,40643,away
157,2003,SEA,2003-09-22,9,22,Monday,2:28,N,0,35537,away
158,2003,SEA,2003-09-23,9,23,Tuesday,3:11,N,0,37645,away
159,2003,SEA,2003-09-24,9,24,Wednesday,2:07,D,0,30917,away
160,2003,SEA,2003-09-26,9,26,Friday,2:43,N,0,45519,home
161,2003,SEA,2003-09-27,9,27,Saturday,2:46,N,0,45483,home
162,2003,SEA,2003-09-28,9,28,Sunday,3:00,D,0,45719,home
1,2004,SEA,2004-04-06,4,6,Tuesday,3:24,D,0,46142,home
2,2004,SEA,2004-04-07,4,7,Wednesday,3:12,N,0,37947,home
3,2004,SEA,2004-04-08,4,8,Thursday,2:41,D,0,34376,home
4,2004,SEA,2004-04-09,4,9,Friday,3:18,N,0,23364,away
5,2004,SEA,2004-04-10,4,10,Saturday,2:02,D,0,25815,away
6,2004,SEA,2004-04-11,4,11,Sunday,3:11,D,0,23327,away
7,2004,SEA,2004-04-13,4,13,Tuesday,3:10,N,0,43443,away
8,2004,SEA,2004-04-14,4,14,Wednesday,3:15,N,0,42888,away
9,2004,SEA,2004-04-15,4,15,Thursday,2:33,N,0,40032,away
10,2004,SEA,2004-04-16,4,16,Friday,2:41,N,0,35647,home
11,2004,SEA,2004-04-17,4,17,Saturday,2:26,N,0,38925,home
12,2004,SEA,2004-04-18,4,18,Sunday,2:38,D,0,35182,home
13,2004,SEA,2004-04-19,4,19,Monday,4:47,N,0,26020,home
14,2004,SEA,2004-04-20,4,20,Tuesday,2:23,N,0,28128,home
15,2004,SEA,2004-04-21,4,21,Wednesday,2:55,N,0,29137,home
16,2004,SEA,2004-04-22,4,22,Thursday,3:07,D,0,33627,home
17,2004,SEA,2004-04-23,4,23,Friday,3:15,N,0,28020,away
18,2004,SEA,2004-04-24,4,24,Saturday,2:30,N,0,28479,away
19,2004,SEA,2004-04-25,4,25,Sunday,2:59,D,0,31110,away
20,2004,SEA,2004-04-27,4,27,Tuesday,3:46,N,0,19747,away
21,2004,SEA,2004-04-28,4,28,Wednesday,2:34,N,0,20445,away
22,2004,SEA,2004-04-29,4,29,Thursday,2:42,D,0,24792,away
23,2004,SEA,2004-04-30,4,30,Friday,3:08,N,0,19989,away
24,2004,SEA,2004-05-01,5,1,Saturday,2:14,D,0,16407,away
25,2004,SEA,2004-05-02,5,2,Sunday,2:45,D,0,13720,away
26,2004,SEA,2004-05-04,5,4,Tuesday,4:48,N,0,32727,home
27,2004,SEA,2004-05-05,5,5,Wednesday,2:25,N,0,27270,home
28,2004,SEA,2004-05-06,5,6,Thursday,2:39,N,0,25418,home
29,2004,SEA,2004-05-07,5,7,Friday,2:48,N,0,46491,home
30,2004,SEA,2004-05-08,5,8,Saturday,2:57,N,0,46454,home
31,2004,SEA,2004-05-09,5,9,Sunday,2:55,D,0,46589,home
32,2004,SEA,2004-05-11,5,11,Tuesday,3:39,N,0,16794,away
33,2004,SEA,2004-05-12,5,12,Wednesday,2:34,N,0,21071,away
34,2004,SEA,2004-05-13,5,13,Thursday,2:31,D,0,25916,away
35,2004,SEA,2004-05-14,5,14,Friday,3:10,N,0,49653,away
36,2004,SEA,2004-05-15,5,15,Saturday,4:24,D,0,54531,away
37,2004,SEA,2004-05-16,5,16,Sunday,2:31,D,0,54732,away
38,2004,SEA,2004-05-18,5,18,Tuesday,2:48,N,0,29819,home
39,2004,SEA,2004-05-19,5,19,Wednesday,2:41,N,0,29575,home
40,2004,SEA,2004-05-20,5,20,Thursday,2:55,N,0,27967,home
41,2004,SEA,2004-05-21,5,21,Friday,2:57,N,0,39102,home
42,2004,SEA,2004-05-22,5,22,Saturday,2:53,N,0,42565,home
43,2004,SEA,2004-05-23,5,23,Sunday,2:41,D,0,44850,home
44,2004,SEA,2004-05-25,5,25,Tuesday,3:43,N,0,15349,away
45,2004,SEA,2004-05-26,5,26,Wednesday,2:48,N,0,16007,away
46,2004,SEA,2004-05-27,5,27,Thursday,2:43,N,0,17272,away
47,2004,SEA,2004-05-28,5,28,Friday,2:42,N,0,35134,away
48,2004,SEA,2004-05-29,5,29,Saturday,3:10,D,0,35250,away
49,2004,SEA,2004-05-30,5,30,Sunday,3:54,D,0,35046,away
50,2004,SEA,2004-05-31,5,31,Monday,2:42,N,0,27856,home
51,2004,SEA,2004-06-01,6,1,Tuesday,3:25,N,0,24848,home
52,2004,SEA,2004-06-02,6,2,Wednesday,3:02,N,0,25317,home
53,2004,SEA,2004-06-04,6,4,Friday,2:36,N,0,36340,home
54,2004,SEA,2004-06-05,6,5,Saturday,2:58,D,0,40050,home
55,2004,SEA,2004-06-06,6,6,Sunday,3:13,N,0,36462,home
56,2004,SEA,2004-06-07,6,7,Monday,2:46,N,0,28556,home
57,2004,SEA,2004-06-08,6,8,Tuesday,3:01,N,0,34238,home
58,2004,SEA,2004-06-09,6,9,Wednesday,2:40,N,0,33214,home
59,2004,SEA,2004-06-11,6,11,Friday,2:34,N,0,32826,home
60,2004,SEA,2004-06-12,6,12,Saturday,2:55,N,0,36562,home
61,2004,SEA,2004-06-13,6,13,Sunday,2:41,D,0,43339,home
62,2004,SEA,2004-06-15,6,15,Tuesday,2:13,N,0,24559,away
63,2004,SEA,2004-06-16,6,16,Wednesday,2:53,N,0,21274,away
64,2004,SEA,2004-06-17,6,17,Thursday,2:55,D,0,19057,away
65,2004,SEA,2004-06-18,6,18,Friday,2:46,N,0,29601,away
66,2004,SEA,2004-06-19,6,19,Saturday,2:18,N,0,24341,away
67,2004,SEA,2004-06-20,6,20,Sunday,2:48,D,0,30217,away
68,2004,SEA,2004-06-22,6,22,Tuesday,2:20,N,0,32364,away
69,2004,SEA,2004-06-23,6,23,Wednesday,2:44,N,0,30418,away
70,2004,SEA,2004-06-24,6,24,Thursday,5:47,D,0,26266,away
71,2004,SEA,2004-06-25,6,25,Friday,2:09,N,0,40918,home
72,2004,SEA,2004-06-26,6,26,Saturday,3:16,N,0,39272,home
73,2004,SEA,2004-06-27,6,27,Sunday,2:36,D,0,43649,home
74,2004,SEA,2004-06-28,6,28,Monday,3:18,N,0,28253,home
75,2004,SEA,2004-06-29,6,29,Tuesday,2:48,N,0,34844,home
76,2004,SEA,2004-06-30,6,30,Wednesday,3:33,N,0,32754,home
77,2004,SEA,2004-07-01,7,1,Thursday,2:42,D,0,35966,home
78,2004,SEA,2004-07-02,7,2,Friday,2:57,N,0,35186,away
79,2004,SEA,2004-07-03,7,3,Saturday,2:45,D,0,38055,away
80,2004,SEA,2004-07-04,7,4,Sunday,2:34,D,0,37183,away
81,2004,SEA,2004-07-06,7,6,Tuesday,2:44,N,0,16262,away
82,2004,SEA,2004-07-07,7,7,Wednesday,2:54,N,0,18513,away
83,2004,SEA,2004-07-08,7,8,Thursday,3:13,N,0,16188,away
84,2004,SEA,2004-07-09,7,9,Friday,2:17,N,0,21713,away
